"label","headline"
"1"," Gusto ng mga Senador na I-export ang Basura ng Pilipinas Sa Sweden"
"0"," MILF: Walang 2nd phase of arms, forces decommissioning kung hindi maaprubahan ang BBL"
"0"," 'Kapayapaan ay katarungan para sa lahat': Aquino nananawagan muli para sa pagpasa ng BBL"
"0"," Ang mga tropikal na bagyo ay nakitang tumama sa PH nitong tuyong Mayo–Pagasa"
"0"," Ipagbawal si Trump sa PH, Iniwan ang iyak sa mga rally sa Maynila"
"0"," Nagsampa si De Lima ng test case laban kay Duterte sa SC"
"1"," LOOK: Mga pulis na nagtuturo sa mga bata tungkol sa mga panganib ng ilegal na droga"
"1"," Maikling Listahan ng mga Nominado na Papalit sa Pinatalsik na Kalihim ng Panlabas ng Pilipinas na si Perfecto Yasay"
"1"," Muling Bisitahin ni VP Leni Robredo And Company ang Holocaust Memorial Sa Lunes, Araw ng Memorial"
"0"," Nag-walk out ang mga estudyante, nag-aayuno ang mga pari para markahan ang Edsa@32"
"1"," Ang mga Pilipino ay Mga Taong Interesado Sa Maikling Paglaho Ng Personal Twitter Account ni Donald Trump"
"1"," IPINAGTANGGOL NG TIME MAGAZINE ANG TAKBO NITO NA NAGPAPAKITA NG HILLARY CLINTON NA MAY SUNGAY"
"1"," Si Senador Leila De Lima ay tinawag na “Sobrang Bastos” si Pangulong Duterte"
"0"," Lim, inaprubahan ni Estrada ang mga permit ng Torre de Manila"
"0"," Isa pang solon sa mainit na tubig"
"0"," Binato ni Aquino si Binay"
"1"," Inilabas ni Donald Trump ang Medical Record, Mataas ang Testosterone Levels"
"0"," Ang panukalang batas upang payagan ang mga dayuhan na magkaroon ng mga pampublikong kagamitan"
"1"," Hong Kong survivors ng 2010 Manila bus massacre para kasuhan ang Pilipinas, mga opisyal ng gobyerno"
"1"," Inanunsyo ni Pangulong Trump ang Unang 16 na Spot Para sa White House Press Briefing Room"
"0"," Nangunguna si Binay sa gitna ng mga graft raps"
"0"," Kasama sa paglalakbay ni Trump sa UK ang karangyaan ng palasyo, naglalayong maiwasan ang mga protesta"
"0"," Tinanggihan ang plea ng mga retired govt solicitors"
"1"," MAJORITY NG AMERICAN TEENS INIISIP NA ANG G7 AY BAGONG SMART PHONE NG GOOGLE"
"1"," 50 Shades of #Philippines Poverty"
"1"," Grocery Pun Girls na gumagawa ng mga wave sa social media"
"1"," Gina Lopez nagbigay ng P9-B kay USec Camara? Suriin natin."
"1","Ang Face Swap Horror Story ay naging viral sa internet!"
"0"," Ibinasura ng SC ang petisyon ng govt corporation vs power producer"
"1"," Talumpati sa inagurasyon ni Pangulong Rodrigo Duterte: nagsimula na ang pagbabago!"
"1"," Listahan ng mga kasunduan na nilagdaan ng Japan at Pilipinas sa pagbisita ni PM Abe"
"0"," ConCom na bumoto sa draft charter"
"0"," 'Candy Crush,' ngayon ay isang palabas sa laro sa TV"
"1"," Ako ay isang Dutertetard"
"0"," P1 ang pamasahe sa jeep; taxi base rate P40"
"0"," Pinutol ni Poe ang pangunguna ni Binay"
"1"," Isang muslim na estudyante ang sumulat ng isang nakaaantig na bukas na liham sa Facebook matapos ang hindi Muslim sa Marawi ay i-hostage ng Maute Group: ""Isunog ang iyong mga maling paniniwala"""
"1"," Alalahanin noong 2012 nang si @inquirerdotnet ay kasabwat sa pagkalat ng fake news vs Renato Corona"
"0"," Senate BBL Bill Legal – Drilon"
"1"," IRON LADY NG PILIPINAS, TATAKBONG PANGULO, PUMILI NG SLOGAN NG KAMPANYA"
"0"," Coast Guard brass, sinuspinde dahil sa P27-million fund mess"
"0","Nagsampa ang BIR ng mga kaso ng tax evasion laban sa 'fixer,' trader"
"0"," Bumuo ng konstitusyon upang doblehin ang mga upuan sa party-list"
"1"," Ang hangal na semantikong debate kung ang EDSA I ay isang 'tagumpay' o isang 'kabiguan'"
"1"," WATCH: Binatikos ni Pangulong Duterte ang media dahil sa paniniwalang basura at pagtatanong ng mga walang kapararakan"
"0"," Naabot ang target na organic na conversion"
"1","IPINAGBAWAL NG INDIANA GOVERNOR ANG MGA EASTER EGG na KULAY-Bahaghari"
"1"," Pinabulaanan ng Filipina TV Journalist ang Pagsasabing ""Dutch And Duchess of Cambridge"""
"0"," Cell phone, P300 cash, nahuli sa panggagahasa, suspek sa pagnanakaw"
"0"," Pay rules out para sa mga araw na walang pasok sa panahon ng Asean Summit"
"0"," Bicol: Army, PNP, patuloy pa rin ang pakikipagkasundo sa Reds"
"1"," Bakit ang mga Pambobomba sa Mindanao ay (marahil) ay hindi isang ""Diversionary Tactic"""
"1"," LUPA SA ISANG KOMET: ANG KATOTOHANAN SA LIKOD NG ROSETTA SPACE MISSION"
"0"," Target ni Abe ang N. Korea pagkatapos ng 'super-majority' na panalo sa boto"
"1"," Inihalintulad ni Hontiveros ang aksyon ni Davao City Mayor Inday Sara Duterte sa 'diktador Marcos'"
"0","BBL 'hindi ipapasa nang hindi nagalaw'"
"0"," Natutulog ang Kongreso sa antidynasty bill–Puno"
"0"," Pugot na ulo ang sundalong 'Zamboanga siege'"
"0"," Padre Bu: Jedi Master ng hindi kilalang uniberso; 92"
"0"," Pagkatapos ng gusali, maaari na tayong magsimulang magtanim"
"0"," Nagtakda ang La Union power firm ng 4 na oras na brownout"
"0"," Bill para i-streamline ang operasyon ng railway system na inihain"
"1"," GUSTO NG SINGER NA SI MILEY CYRUS NA SCRAP ANG HALLOWEEN"
"1"," Kakulangan Ng Galunggong (Scad Fish) Iniulat Sa Metro Manila"
"1"," Napakasakit ng buwis ngunit mas humihigop ang dependency ng mga tao sa gobyerno"
"1"," 500 LIBRENG ONE-WAY NA TICKET NA INaalok SA HAWAIIAN AIRLINES"
"0"," Nanawagan si Solon para sa napapanatiling diskarte sa pamamahala ng kagubatan"
"1"," Si Leni Robredo ay bababa sa puwesto para bigyang daan ang kanyang anak na si Aika"
"0"," Inirefer ng SC ang kaso ni Trillanes sa Makati RTC"
"0"," Itinulak ni Xi ng China ang advanced na teknolohiya para sa militar"
"0"," Walang kumukuha ng trabaho sa Caloocan sa mga pulis ng Davao – sa ngayon"
"1"," Bumalik sa normal na araw ang Davao Night Market matapos ang pagsabog"
"0"," Mga Mukha ng Balita: Justin Trudeau"
"0"," Gov't magtapon ng topsoil sa Boracay – DAR"
"0"," Nais ng DepEd na mabigyan ng tax exempt ang poll ng mga guro"
"0"," Palasyo, pinagtatalunan ang posisyon ni Carpio sa PH Rise"
"1"," Paano ang 1986 'people power revolution' ay ginawa ng Estados Unidos"
"1"," Pilipinas: Pansamantalang Mga License Plate ng Sasakyan na Inisyu Para Malutas ang Kakapusan"
"0"," Itulak ang divorce bill bilang 'responsibilidad' ng gobyerno"
"0"," Inalis ni Sandigan ang 2 ex-agri exec sa plunder sa fertilizer fund scam"
"1"," NAIS NI ERIC CANTOR NA BAWASAN ANG RESULTA NG PRIMARY ELECTION sa VIRGINIA"
"1"," Nabawasan na si VP Robredo ng mahigit 20,000 na boto sa recount"
"1"," Tinanggihan ng NUJP ang mga Application ng Membership ng Rappler's Maria Ressa At Blogger Raissa Robles"
"1"," Ang intelektwal na pagkabangkarote ng isang Philippine Opposition sa ilalim ng pamumuno ng Yellowtard"
"1"," Ang Sikat na Sand Castle ng Boracay ay Gibain"
"1","Takot na nagdudulot ng Martial Law Crybabies na itinulak ang retorika ng Imperial Manila sa lalamunan ng Mindanao"
"1"," 8% lang ng mga Pilipino ang naniniwala na si dating Pangulong Aquino ay mas magaling kay Pangulong Duterte"
"1"," Spox Harry Roque Upang Idemanda si Juana Pagbabago Dahil sa Pagtawag sa Kanya na Isang Chinese Citizen"
"0"," PNP 'on track' sa drug war"
"0"," Tinitingnan ng DPWH na tapusin ang pagpapanumbalik ng mga tulay na nasira ng lindol sa Bohol"
"1"," Hindi papayag si Mar Roxas sa diborsyo at hindi pabor sa same sex marriage"
"0"," Hiniling ng 'Healing priest' kay Duterte na makiisa sa mga panalanging pangkapayapaan"
"1"," ILABAS NG APPLE ANG iPHONE WALLET SETYEMBRE 9"
"1"," OBAMA AT AQUINO SA LIHIM NA PAG-UUSAP SA SUBIC BAY NG PILIPINAS"
"0"," Outrunning cheetahs"
"0"," Ang sasakyang panghimpapawid na nadulas sa runway ng NAIA ay may dalang 3 toneladang gasolina — CAAP"
"0","Umabot sa 800 MILF fighters ang umatake sa SAF, sabi ng mga probers"
"1"," Ang mga Video ni Gorgeous Esthetician Aura Ruz Abad na Gumagawa ng mga Alon Online"
"1"," VP CANDIDATE LENI ROBREDO KAGAT ANG KAMAY NA NAGPAPAKAIN SA KANYA; HINDI MASAYA SI PRESIDENT AQUINO"
"1"," Tatapatan PDP-Laban! Ang Sara's Hugpong ay nalalapat para sa pambansang katayuan ng partido"
"1"," GOLDEN STATE WARRIORS, PATUNGO SA NBA FINALS; PUMUNONG SI MANNY PACQUIAO SA MGA WARRIORS"
"1"," Unang 100 araw ni Duterte, ""Natatalo ang Team PH, at bakit tinalikuran ni Ramos ang China Trip"
"0"," Pinipilit ng ulan ang 4 na dam na maglabas ng labis na tubig"
"0"," Tinitingnan ng UNA ang low-key na paglulunsad"
"1"," SAN FRANCISCO NA MAGMANDATA NG INUMIN NA TUBIG SA PAPER BAGS"
"1"," #KungAkoSiRody: Ang Malaking Isyu ng Big Media's Big Ego"
"0"," Mga pananakot, pinaslang na doktor ng baryo – DOH"
"0"," Sa epidemya ng opioid, ang ilang mga lungsod ay pilit na kayang bayaran ang OD antidote"
"1"," Narito kung bakit DAPAT magbitiw NGAYON si CJ Sereno..."
"0","Kooperasyon sa OFW reintegration hinahangad"
"1"," PILIPINAS: MGA BIKTIMA NG BAGONG HAIYAN, NANGAKO NG KATAPATAN SA PAMAHALAANG AUSTRALIAN"
"1"," Fashion Statement ni VP Leni Robredo Sa Ika-88 Pambansang Araw Ng Kaharian Ng Saudi Arabia"
"1"," Gabay ng Adobo Chronicles Para sa Mutual Respect At Decency Sa Social Media"
"0"," Tinatanggap ng Palasyo ang panata ng US na ibabalik ang Balangiga bells"
"0"," Mga pabugsu-bugsong meteor na nagbibigay liwanag sa kalangitan ng Oktubre, pinahihintulutan ng panahon"
"1"," NEVER AGAIN: Sa Kanyang Talumpati sa Paggunita sa Batas Militar Marcos, Nanawagan si Leni Robredo sa Pag-aalis ng 13th Month Pay"
"0"," Sa pagbabalik mula sa Japan, nangako si Duterte na titigil na sa pagmumura"
"0"," DILG: Iulat ang mga scammer na nangangako ng mga post sa nayon"
"1"," Binisita ng NPA si Davao Mayor dahil sa pagiging Martial Law supporter, sagot ni Inday Sara na may twist"
"0","Ang mga ilog ng Pinatubo ay nangangailangan ng oras upang mabawi"
"0"," Mukha ng Balita: Ica Policarpio"
"1"," May Bagong Panukala si Senator Cynthia Villar Para Makamit ng Pilipinas ang Rice Sufficiency"
"1"," LOOK: Inday Sara warns Trillanes"
"0"," Nagbubunga ang drug suspect pagkatapos ng pagho-hostage ng partner"
"0"," Sinabi ni Digong na wala siyang pakialam na maihalintulad siya kay Idi Amin"
"1"," Raïssa Robles Upang Idemanda ang Bise Presidente Leni Robredo Para sa Plagiarism"
"0"," Tanging mga legit na mangangalakal lang sa mga delegasyon ni Duterte, pakiusap ni Pimentel"
"0"," CBCP: Ipagdasal ang mga killer, mga blasphemers"
"1"," Unang Bill ni Senator Manny Pacquiao: Gawing Bagong Kabisera ng Pilipinas ang Davao City"
"1"," Sereno, Trillanes Inakusahan Si Stephen Sackur ng BBC na Isang Bayad na Troll Para kay Duterte"
"0"," Sumasang-ayon ang China na suportahan ang mga pag-uusap sa code of conduct sa South China Sea"
"1","Ang pagsalungat ay hindi dapat gawin para sa sarili nitong kapakanan"
"0"," Ang mga mangangalakal ng Brazil ay nagsasaliksik ng mga pagkakataon sa Maynila"
"1"," Hindi madadahilan si Leni Robredo sa pagpayag niyang iligaw ng kanyang mga tagasuporta #LeniResign"
"0"," Ipinatawag ng DOJ sina Aquino, Garin, Abad sa Dengvaxia fiasco probe"
"0"," Moving on at moving forth"
"0"," Inilagay ni Duterte sa isang mahirap na kalagayan ang militar — si Sereno"
"0"," Nangako ang AFP na DIRAIN ang mga pagtatangka ng 'destab'"
"0"," Hinimok ng mga kabataan na labanan ang historikal na rebisyunismo"
"1"," Ang Kandidato sa Pangulo ng Pilipinas ay Nagpaplano Para sa Kanyang Sariling Pagkatalo sa Halalan?"
"1"," Saksi ng road rage ng Pasay, sinasabing alam niya ang totoong kwento sa likod ng viral video ng pulis na may hawak ng baril."
"1","KUNG MAHALAL, IPILIPINAS PRESIDENTIAL CANDIDATE DUTERTE AY LEGALIZE POLYGAMY"
"1"," Hindi Kilalang Lalaki Bumili ng $27M na Worth Of Power Ball Tickets, Garantiyang Mananalo Ngayong Gabi"
"1"," ANG ALOHA AIRLINES NA MAG-Alok ng LIBRENG FIRST CLASS UPGRADES"
"1"," Manny Pacquiao grilled Matobato: “Kung pabago bago salita, hindi maniniwala ang tao sa statement”"
"1"," Panghuli, Isang Makatwirang Solusyon Sa Bangungot na Trapiko ng Metro Manila"
"1"," Nagbibitiw na ba ang mga 'makakaliwa' na miyembro ng gabinete ni Duterte?"
"1"," Ang Gay Men Vow To Boycott Remake Ng 'A Star Is Born' Kasama si Lady Gaga"
"0"," 'Hindi kami rubber stamp ng Malacañang'"
"1"," LEA SALONGA, NAG-FACEBOOK TUNGKOL SA PAGTAWAG NA 'TITA,' NAG-DIBUNDAS ANG HAWAII FAN CLUB"
"1","Hinimok ni Senador Lacson ang iba pang Senador na suspendihin ang imbestigasyon sa Alleged Extra-Judicial Killings kay Duterte admin"
"0"," North Luzon layunin para sa 'zero casualty'"
"0"," Mapanganib ang mga mahihirap na bata kung aalisin ang 4Ps—think tank"
"1"," Eksklusibong Panayam: 50-50 ang Desisyon ni Manny Pacquiao na Magretiro"
"1"," Maraming Pilipinong Amerikano ang Walang Pangulo"
"1"," ANG PILIPINAS NA GOBYERNO AY GAWARAN NG PRESTIGIOUS TROPHY PARA SA PORK BARREL SCANDAL"
"0"," Hiniling ni Sotto sa PNP na payagan si de Lima na magsagawa ng mga pagdinig sa komite"
"0"," Sinabihan ni Bongbong si Imee na huwag dumalo sa probe"
"1"," KENTUCKY COUNTY CLERK na si KIM DAVIS ay sumailalim sa CONVERSION THERAPY!"
"0"," Pag-alis ng estatwa ng 'comfort women' ay tinutulan"
"1"," MTV AND GRAMMY AWARDS NIGHTS AFTERMATH: SI KANYE WEST NGAYON ISANG ASAWA NA nanatili sa bahay"
"0"," Ang mga 1st rehab grads ay may mensahe ng pag-asa sa mga gumagamit ng droga"
"0"," Rate ng buwis para sa mga sigarilyo na itinuturing na hindi makatwiran"
"0"," Ano ang kinakailangan upang maging isang piling SAF trooper"
"1"," Alamin Kung Ikaw ay 'Baog': Mga Palatandaan ng Kababaan Sa Mga Lalaki at Babae"
"1"," Nora Aunor, Bembol Roco To Play Lead Roles In Leila De Lima-Ronnie Dayan Love Story"
"0"," Pompeo: 'napakaseryoso' ng US ang pagkawala ni Khashoggi"
"1"," IT experts na kinuha ng COMELEC at Smartmatic para kumakayod ng 2.6M boto sa #Election2016!"
"1"," Maaaring sa wakas ay makita ng mga Pilipino ang tunay na 'pagkakaisa' sa ilalim ng pagkapangulo ni Duterte"
"0","Nagbabala si Robredo sa mga kaalyado ni Duterte laban sa paglalako ng kasinungalingan, pagsuway sa korte"
"0"," San Juan City hosts Marawi benefit concert"
"1"," KUNG ANO ANG NAKUHA NG MGA SENADOR NG PILIPINAS NA NAKUHA PARA SA PASKO"
"0"," Mga solusyon sa teknolohiya upang matugunan ang labis na pangingisda, pang-aabuso sa paggawa sa dagat"
"1"," IMINUMUNGKOL NI AQUINO ANG CONSTITUTIONAL CONVENTION UPANG BAKASAN ANG TERM LIMIT, LUMIKHA NG IKAAPAT NA SANGAY NG PAMAHALAAN"
"1"," Ang 'debate' sa isang 'rebolusyonaryong gobyerno' ay isang ganap na pag-aaksaya ng oras"
"0"," Duterte: Sinabi ko kay Halili na huwag makisangkot sa ilegal na droga"
"1"," Mga Pagra-rali ng Kabataan: Mga Tulak ng Droga sa Hinaharap na Magsagawa ng mga Protesta Anti-Duterte"
"1"," Sipi Mula sa Panayam ni Karen Davila kay Senator Grace Poe Tungkol Sa Sitwasyon Sa NAIA"
"0"," Nahuli ng PNP ang MMDA enforcer sa Pasay dahil sa pangingikil"
"1","#PNoy bilang dating miyembro ng Kongreso na hindi tinatablan ng #korapsyon? Mag-isip muli. #porkbarrel #ASEAN"
"1"," #KungAkoSiRody: Duterte and the Political Game of Thrones"
"1"," Ang pagiging vanity at delusyon ng kadakilaan ni kasalukuyang VP Leni Robredo ang nagdala sa kanya sa matinding problema"
"0"," Seksyon 6"
"0"," Ang pasahero ng PAL ay namatay sa kalagitnaan ng paglipad"
"0"," SWS: 84% ng mga Pilipino ang mas gusto ang demokrasya"
"1"," Si Leni Robredo ang MALING pinili para sa Pangalawang Pangulo ng Pilipinas"
"1"," Sinabi ni Pres. Inihayag ni Duterte na Si Gob. Imee Marcos ay Isang Campaign Donor"
"0"," Dating editor-in-chief ng 'Times' na si ricky Agcaoili, 72"
"1"," Inamin ni Pangulong Duterte ang pagiging Psychopath ng Pilipinas"
"1"," Nanalo si Pangulong Rodrigo Duterte sa TIME 2017 world's most influential people poll"
"0"," Roque: Hindi iuutos ni Duterte ang pagpatay sa mga pari"
"0"," Inamin ng PNP na 4,251 ang napatay sa war on drugs"
"1"," MANNY PACQUIAO MAGBIBIDA SA STALLONE FILM 'THE EXPENDABLES 4'"
"0"," Faeldon na magpapakita sa Senado ngunit hindi dadalo sa pagdinig"
"1"," IMINUMUNGKOL NG SENADOR ANG PATAKARAN NG APAT NA BATA PARA SA PILIPINAS"
"0"," 2.2M na aplikante ang lumubog sa Comelec"
"1"," Ferdinand E. Marcos deserves a burial at the Libingan ng mga Bayani"
"1"," Sa wakas, kinilala ni Donald Trump na ang aktor na si Bruce Lee ay isang US Citizen"
"0"," Ang 4 na kapatid ni Aquino na 'Walk Thru Time' kasama ang mga asawa ng Apec"
"0"," Ang mga watawat ay itinaas sa kalahating tauhan"
"1"," Inihayag ng MTRCB ang Bagong Rating At Klasipikasyon"
"0"," Ipinasilip ni LeBron ang NBA Finals"
"0"," Mahigpit na pinaparusahan ng Calamba City ang mga lumalabag sa traffic code"
"1"," Fitch Ratings at #MediaBias: Binabaluktot ng ABS-CBN ang magandang balita para magmukhang masama ang PH"
"0","Inamin ni Garin ang pakikipagpulong sa mga executive ng Sanofi"
"0"," Ipagdasal ang kalusugan ni Duterte – CBCP"
"1","Matinding Tunggalian sa Pagitan ng Marvel At DC Comics Sa Pilipinas"
"0"," Droga, tulak sumama sa mga adik sa Zumba"
"0"," Artipisyal na ilog sa Pampanga para mabawasan ang pagbaha"
"0"," Sara na humalili sa kanya? Sinabi ni Duterte na ito ay isang biro"
"1"," STELLA MARQUEZ ARANETA, BUMABA BILANG PINUNO NG BINIBINING PILIPINAS CHARITIES"
"1","Kung Mahalal na Pangulo, Araw-araw Magko-commute si Rodrigo Duterte sa Pagitan ng Maynila At Kanyang Hometown Sa Davao City"
"1"," LOOK:Dutch artist sa likod ng Virgins of Apeldoorn ay nagsabi na ginawa ng artist ang 'UP Female Oblation' na plagiarized ang kanyang sculpture"
"0"," Duque: PAO, kinasuhan ng 'malicious'"
"0"," Kinasuhan ng 21 bata si Aquino, et al. sa gulo ng Dengvaxia"
"0"," Tiwala si Duterte, bahagyang bumaba ang performance ratings"
"0"," Patay ang mga pinuno ng Abu, Maute – AFP"
"1"," Inilunsad ng Mga Netizens sa Buong Mundo ang isang 5-araw na Celebrity Death Watch"
"0"," 1,500 pamilya ang nawalan ng tirahan sa Mamasapano clash, sabi ng CHR"
"1"," PANOORIN: Ang 911 Ambulansya ni Pangulong Duterte, sa wakas, ipinakita sa publiko"
"1"," Sina Donald At Ivanka Trump ay Magkasamang Inilunsad ang Bagong Linya ng Damit"
"1"," Philippine News Blog Rappler, Inakusahan ang Facebook ng Hindi Demokrasya, Nakipag-away Kay Mocha Uson"
"0"," Binawi ang pagpasa ng panukalang batas sa Road Board"
"0"," Si Mangudadatu ay halos nakatakas sa kamatayan habang pinaputukan ng mga militante ang kanyang chopper"
"0"," Medyo bumababa ang Bulkang Mayon – Phivolcs"
"1"," Ang mga makikinang na tao ay tinututulan ng marami dahil sa kamangmangan"
"0"," Arroyo ay hindi magbibigay ng zero budget sa oposisyon"
"0"," 26 na oras upang ipagdiwang ang Araw ng Bagong Taon"
"0"," Naalala ko si Teresa"
"1"," Matinding Kakapusan ng Saging Sa Pilipinas"
"0"," Ang mega facility para sa mega problem ay kakaunti ang kumukuha"
"0"," Duterte OK ang mas maraming importasyon ng bigas"
"1"," Donald Trump Presidency: Nagbabala ang UN Tungkol sa Crisis ng Refugee na Mas Masahol kaysa sa Syria"
"1"," Ihahatid ni Vice President Leni Robredo ang Kanyang NOWNA Sa Hulyo 23"
"0","Si Robredo ay nakakuha ng 'freebie' mula sa electoral tribunal"
"0"," Ang mga kumpanya ng langis ay nagbabawas ng presyo ng bomba"
"1"," Panoorin ang: Du31 Thanksgiving Party Live!"
"1"," WATCH: Robin Padilla, Duterte sa isang bagong video"
"0"," Sinabi ng alamat ng karapatang sibil na si Meredith na siya ay nasa isang misyon mula sa Diyos"
"1"," Trojan Horse ni Conchita: Mahina ang Mamasapano cases para bigyan ng immunity si PNoy?"
"0"," Nanalo sa online contest ang 'sili' ice cream ng Bicol"
"1"," BREAKING: Umalis si Ruth Ginsburg sa Korte Suprema ng US, Lumipat sa New Zealand"
"0"," Puputulin ito ng 'Resiliency' para sa mga Pinoy ngayong Pasko"
"1","Pahayag ng Pro Reproductive Health Bill na nilagdaan ng mga miyembro ng faculty ng De La Salle University na #rhbill"
"1"," Muling binubuhay ngayon ng mga Pilipino ang Yellow ""Opposition"" scam noong 1980s"
"1","COCA-COLA JINGLE UMAKYAT SA TOP NG INTERNATIONAL MUSIC CHARTS"
"1"," Masyadong tutol ang mga #Pilipino sa intelektwal na talakayan para gumana ang #demokrasya!"
"1"," Nag-courtesy call si Senador Manny Pacquiao kay PNP Chief Ronald Bato Dela Rosa"
"1"," 'LAGLAG BALA': GUCCI UNVEILS DESIGNER PLASTIC WRAP"
"0"," Nademonyo na ako sa drug war–Duterte"
"1"," GUSTO NG PHILIPPINES VICE PRESIDENT NA I-CONVERT ANG NATIONAL PENITENTIARY SA PRESIDENTIAL PALACE"
"0"," Cayetano: Marwan na protektado ng MILF; alam ito ng gobyerno"
"1"," Ronald Bato Dela Rosa mascot dancing to Trumpets challenge"
"0"," Si Duterte ay nakakuha ng 'private time' sa HK pagkatapos ng Cambodia trip"
"1"," Dapat tumigil na si Bam Aquino sa pagiging spoiled brat at makipagkasundo sa DEMOKRASYA"
