"label","headline"
"0"," Comelec gagastos ng P26M para sa uniporme; move hit"
"0"," Itinanggi ni Revilla na bumisita si Enrile ngunit namamalikmata sa mga larawan"
"0"," Nag-donate ang US ng 1,000 protective mask sa PH Navy"
"0"," Bomba shop ng NPA nadiskubre sa Masbate"
"0"," Poe: Ang pera ay tumigil sa Pangulo"
"0"," Nagpadala si Binay ng P100M sa HK sa pamamagitan ng Philrem"
"0"," Nagsasara ang Eagle sanctuary dahil sa takot sa bird flu"
"0"," Mukha ng Balita: Joanna Ampil"
"0"," Ibinalik ng US vet ang watawat ng namatay na sundalong Hapon sa emosyonal na kamag-anak"
"0"," Drug war hindi makakaabala sa 'simbang gabi'"
"0"," Ex-yaya vouches para kay Grace Poe"
"0"," Nakahanap ng probable cause ang NBI para kasuhan ang Rappler"
"0"," Ang ulat ng pagsisiyasat sa bahay ay OK"
"0"," 'Walang nilabag ang US na kasunduan'"
"0"," Diokno to House: Walang budget negotiations, walang concession"
"0"," Nag-aalinlangan pa rin si Poe sa pagtakbo, sabi ni Escudero"
"0"," P18.4B sa 'Yolanda' emergency aid na naipamahagi nang huli"
"0"," Filipino domestic worker sa Kuwait nawawala"
"0"," Emergency loan na inihanda ng Department of Agriculture para sa mga magsasaka na apektado ng kalamidad"
"0"," 'Pasyon' na isinulat 202 taon na ang nakalipas ng paring Bulacan"
"0"," Bucor-Tadeco deal under renegotiation nang pumasok si Alvarez"
"0"," 'Pandan Festival' posts winning return in Pangasinan's battle of festivals"
"0"," Maceda: 'Tao para sa lahat ng panahon'"
"0"," Ang desisyon sa kaso ni Poe DQ ay ipinagpaliban"
"0"," Mga parangal na inihanda para sa mga beterano ng digmaan"
"0"," Ipinagmamalaki ni Ynares ang mga batang atleta ni Rizal"
"0"," Iulat ang 'masamang itlog,' hinihimok ng MMDA sa publiko"
"0"," Ginagawa ng Int'l cruise liner ang Manila bilang tahanan nitong daungan"
"0"," Magallanes sets Marian art show"
"0"," Tinutunton ng DepEd ang mga guro sa Marawi"
"0"," Mga residente ng Dagupan City, napilitang lumikas dahil sa 'Rosita'"
"0","Pinalawig ng Comelec ang oras ng pagboto sa Tagoloan"
"0"," Tinututulan ng mga senador ang pagtanggal ng PCGG"
"0"," P2.5M para sa 2,750 bisita sa Sona 'merienda'"
"0"," Pumatay ang sabog ng hindi bababa sa apat sa sports club sa kabisera ng Afghanistan"
"0"," Kinumpirma ng DOH ang ikalawang kaso ng MERS sa bansa"
"0"," 58 sa 159 katao sa blacklist ang sumuko"
"0"," Sinuspinde ng MMDA ang 'truck ban' para sa Asean"
"0"," Nakikiramay ang Palasyo sa mga biktima ng wildfire sa California"
"0"," Ang listahan ng BBC ay nagpapakita na ang mga lalaki ay nangingibabaw sa mga nangungunang trabaho sa kabila ng mga pangako sa suweldo"
"0"," Ang panukalang batas sa pekeng balita ay nagbabanta sa kalayaan sa pagpapahayag'"
"0"," Ipinagkibit-balikat ni Koko Pimentel ang banta ni Speaker, sinabing pareho silang para sa pederalismo"
"0","Nang kainin ng 'bakunawa' ang araw"
"0"," Ang mga proyekto ng DSWD ay nakikinabang sa nayon"
"0"," Narco-terrorist network busted"
"0"," Philrem na magbabalik ng P10M sa Bangladesh"
"0"," Sinabi ni Duterte na ang mga Kaliwang grupo ang susunod na target"
"0"," Pinakamataas na kaso ng HIV mula noong 1984 – ulat"
"0"," Senate probe: Anong meron sa synthetic rice? Ito ba ay malusog?"
"0","Mga self-portraits ni Rizal sa huling bahagi ng ika-19 na siglo na mga selfie"
"0","Pinili ni Sereno na tumahimik"
"0"," Miss Universe candidates na bumisita sa Ilocos Sur sites"
"0"," Kinukuha ng Customs ang mga softshell turtles sa Taiwan"
"0"," Unahin ni Duque ang muling pagtatayo ng mga nasirang pasilidad pangkalusugan sa Marawi"
"0"," Libu-libo ang naghihintay ng pagliligtas sa gitna ng nakamamatay na pagbaha sa south Indian"
"0","Pumanaw ang French couturier na si Hubert de Givenchy sa edad na 91"
"0"," Nagpiyansa si JV Ejercito ng P30,000 sa Sandigan"
"0"," Nagbabala si Lagarde ng IMF laban sa pinsala sa kalakalan, pamumuhunan"
"0","Nais ng PNP na ganap na kontrolin ang pagsasanay ng mga recruit ng pulis"
"0"," Pumalo sa P20-B ang kita ng PCSO noong Abril – Balutan"
"0"," De Lima: Hindi maaaring i-invoke ng MILF ang peace process para makaiwas sa mga raps"
"0","Binabanggit ng oposisyon ang mga panganib ng pagpapalawig ng batas militar"
"0"," Iniutos ni Duterte na imbestigahan ang mga pulis sa pagpatay kay Kian"
"0"," Hinaharang ng Ombudsman ang pagkulong sa Crame ng 3 sa pagsubok sa panunuhol"
"0","'Ang hustisya ay hindi isang larong numero'"
"0"," P667-M Tagoloan Flood Control project kalahating natapos"
"0"," Panelo: Maaaring magdeklara si Duterte ng panibagong martial law sa Mindanao kung kinakailangan"
"0","Sinipa si Sereno ng mga kapwa mahistrado ng SC sa malapit na 8-6 na boto"
"0"," Duterte hindi matapos na ipagpatuloy ang kanyang sarili sa kapangyarihan – opisyal ng Palasyo"
"0"," Pinapadali ng Customs ang mga patakaran sa mga balikbayan box"
"0"," Ipagpapatuloy ng Uber ang serbisyo sa lalong madaling panahon pagkatapos ng mabigat na multa"
"0"," Banta ni 'Emong' sa Cagayan"
"0","Ang posisyon ni Poe sa coconut levy ay pumupukaw sa pugad ng trumpeta"
"0"," '5 lang ang bank account ni Binay'"
"0"," P4.2 milyon para sa mga pananaliksik sa kalusugan sa Kanlurang Visayas"
"0"," 'Ito ay digmaan sa Simbahan'"
"0"," Si dating PNP SAF chief Napeñas ay pumasok sa karera sa Senado sa ilalim ng partido ng UNA"
"0"," IN THE KNOW: Mga pagpatay ng pulis sa mga teenager"
"0","Gov't, NDF ay lumapit sa sealing peace deal"
"0"," Tinanggihan ng Palasyo ang P5-M ransom para sa pagpapalaya ng mga babaeng pulis"
"0"," Bagong charter upang protektahan lamang ang 'responsableng ehersisyo' ng kalayaan sa pagsasalita"
"0"," Kinasuhan ang dating 'little governor' ng N. Vizcaya"
"0"," CARP 'total failure,' sabi ng mga mambabatas sa Negros, mga industry executive"
"0"," Kinuwestiyon ng mga alkalde ng Quezon ang pagkakaroon ng transport permit ng sawn coco lumber"
"0"," Libreng operasyon sa mata para sa mga matatanda pa"
"0"," Tinanggihan ng Senado si Binay na magtanong nang maaga"
"0"," Torrents ng tributes para sa icon ng PH journalism"
"0"," PNP, pinatay si 'Tokhang'"
"0"," Binalot ng dilim ang PH — Robredo"
"0"," Dating radio broadcaster, pinatay sa Cavite"
"0","Binuhay ng SC ang kaso ng pagmamay-ari ng Green Cross"
"0"," 7 PDEA, PNP, customs men sa drug trade – ulat ng intel"
"0"," Jinggoy Estrada, JV Ejercito, pinaputukan ng baril ang Angara, DOJ"
"0"," Bakit mahalaga ang kapayapaan sa Mindanao"
"0"," Kilalanin ang lipstick brigade sa likod ng mga bar"
"0"," Mukha ng Balita: Alexander Balutan"
"0"," Pinipigilan ng palasyo ang takot sa panganib ng bird flu sa mga tao"
"0"," Libu-libo ang tinutulungan ng INC sa programa laban sa kahirapan"
"0"," Si Bersamin ang pumalit sa dibisyong iniwan ni de Castro"
"0"," Tratuhin nang mabuti ang tropa ng Marawi, panawagan ni Duterte sa publiko"
"0"," Magtiwala pa rin doon, sabi ng government peace panel"
"0"," Huwag makialam sa Asean, big powers told"
"0"," FOI bill handa na para sa plenaryo ng Kamara, sabi ng Akbayan solon"
"0"," Sinusuportahan ng katawan ng mga karapatan ang desisyon ng korte sa data ng digmaan sa droga"
"0","Mga pangunahing serbisyo, kabuhayan sa mga settler na binabantayan sa ilalim ng bagong panukalang batas"
"0"," Ang mga rate ng tubig ay nakikitang tumataas"
"0"," Nangako si Duterte na ibabalik ang kaluwalhatian ng Marawi"
"0"," Pinalawig ni Duterte ang termino ng AFP chief"
"0"," Sinabi ng Russian FM kay Pompeo: 'Hindi katanggap-tanggap' ang pag-aresto sa Russia"
"0"," Kakainin ko si Abus ng buhay–Duterte"
"0"," CA justice inakusahan ng bias sa ports case"
"0"," Palabas na ang mga political dynasties–Koko"
"0"," Ang grupo ng mga karapatang ekumenikal ay nananawagan ng hustisya"
"0"," Nananatiling mataas ang kawalan ng trabaho – ECOP"
"0"," Patuloy na tinutugis ang 7 drug suspects na tumakas sa kulungan ng Pampanga"
"0"," Nangunguna ang Dagupan Jail sa 466 na pasilidad ng BJMP sa PH"
"0"," P50-B N. Ecija 'super jail' binasura"
"0"," Sinusuportahan ng industriya ng asukal ang digmaan ni Faeldon sa mga smuggler"
"0"," Debate tungkol sa Dengvaxia"
"0"," Mga pinuno ng bahay: Kamatayan para sa mga mandarambong"
"0"," Bato: Duterte 'pinched wall' sa galit sa kaso ng mga drug lords"
"0"," Rehab work sa Marawi to go full swing after Ramadan"
"0"," Ang 'Egay' ay nag-trigger ng baha sa hilagang Luzon"
"0"," Murang bigas pabalik sa palengke"
"0"," Miriam D. Santiago: Buong buhay ko sinubukan kong maging excel"
"0"," Gaya ng nakasulat"
"0"," Red Cross, nilagdaan ng DoH ang Dengvaxia pact"
"0"," Ang pagtaas ng toll ay walang basehan, kaduda-dudang – mambabatas"
"0"," Kung walang AFP, mapapahamak ang kudeta laban kay Aquino, sabi ni Trillanes"
"0"," Ang rekord ng militar ni Marcos na puno ng kasinungalingan, sabi ng NHCP"
"0"," Nangako ang PNP chief na maglalayon ng hindi gaanong madugong giyera kontra droga"
"0","14 ang patay sa panibagong giyera kontra droga ng PNP"
"0"," Hinimok ng Kongreso na baguhin ang batas sa imigrasyon"
"0"," Pinalalakas ng DepEd ang pagsisikap na pigilan ang pang-aabuso, pambu-bully"
"0"," Antidrug war: Fear of God cannot sub for body cams"
"0"," Hindi nagkasala si Samar Rep. Tan sa graft, malversation"
"0"," Umalis si Raissa Laurel at tumakbo para sa puwesto sa konseho ng lungsod"
"0"," Hiniling ni Pamatong kay SC na patalsikin si Duterte sa pamamagitan ng quo warranto"
"0","DOJ na ilipat ang mga suspek sa Maute sa Maynila"
"0"," Sinabi ng mga dating detenido na nagsinungaling si Enrile tungkol sa hindi pagpapakulong sa mga kalaban ng diktador"
"0"," Hindi patas ang paghanap ng COA sa mga hindi kwalipikadong tumatanggap ng 4Ps, sabi ng DSWD"
"0","Pinuri ng QCPD ang NBI sa pagsasampa ng murder raps laban sa mga pulis dahil sa pagpatay sa QC fiscal"
"0"," No-fly zone sa MOA"
"0"," Ito ay 'kalabaw,' hindi kalabaw—mga siyentipiko"
"0"," Ang takas na pinuno ng kulto ay nagtatakda ng mga tuntunin para sa pagsuko"
"0"," SA ALAM: Peter Co"
"0"," Ang DOTr ay nagtaas ng baho sa idle na P296-M na toilet project"
"0"," 90 porsiyento ng mga sasakyang nasuri sa Davao City ay bumagsak sa mga pagsusuri sa emisyon"
"0"," Ipagdiwang ang holidays sans 'crackers –DILG"
"0"," Sandiganbayan greenlights Jinggoy's US trip"
"0","Ang rehabilitasyon sa Boracay ay 'magandang simula'"
"0"," Nagbabala si Lopez sa kapalarang sinapit ni Yasay"
"0"," Digong vs Leila: A battle over death"
"0"," Inaasahan ng bayan na 5M katao ang bababa sa 'Pahiyas'"
"0"," Hinikayat ng AFP ang SBMA sa pagpapalawak ng base militar ng Subic"
"0"," SSS, PhilHealth, Pag-IBIG compliance drops – DOLE"
"0"," Nasamsam ang mga pampaputi ng balat na puno ng mercury"
"0"," Ang labor of love ng babaeng abogado ay muli siyang nasuspinde"
"0"," Mukha ng Balita: Jose Calida"
"0"," Govt para bigyan ng walang laman na housing units"
"0"," Hazard pay para sa mga pampublikong tagausig na binabantayan"
"0"," Nilagdaan ang pabilog na pagpapalawig ng 'load' expiry"
"0"," Pinasinayaan ng Red Cross ang dialysis center"
"0"," Inilunsad ng DepEd ang drive vs cyber violence"
"0"," Malambing tayong pinapatay ng gobyerno, sabi ng tagapagturo"
"0"," Wala pang ganap na senatorial slates para sa mga political party"
"0"," Solon shines in 'Gintong Kabataan'"
"0"," Ang mga bagong barya ay nagdudulot ng kalituhan"
"0"," Hindi makikipagnegosasyon si Duterte sa mga teroristang Maute"
"0"," Nagbabala ang FDA laban sa hindi nakalistang produkto ng eye drop"
"0"," Tinitingnan ang mga singil sa mga disbursement ng Asean summit"
"0"," Tinatanggap ng PNP ang alok ng kapayapaan ni Duterte sa Reds"
"0"," Gaano kalalim ang suporta kay Duterte?"
"0"," Paumanhin ni Duterte sa mga Hudyo"
"0"," Isang hindi kinaugalian na pag-iibigan"
"0"," Duterte ay hindi maaaring magtalaga ng mga punong barangay, sabi ni solon"
"0"," 2 sundalo ang namatay sa pakikipaglaban sa mga NPA sa Sorsogon"
"0"," Ang lungsod sa South Africa ay nakatakdang agawin ang lupain sa pambansang 'test case'"
"0"," Morales: Si Duterte ay nagsasalita na hindi presidente, hindi ilegal"
"0"," Robredo, Sereno, Ramos, nagbabala sa mga pang-aabuso sa batas militar"
"0"," 100 bata ang nakikinig sa mga kwento ng kadakilaan, kabayanihan"
"0"," Hold departure orders na hinanap laban sa mga dayuhan sa 'shabu' case"
"0"," Kasama sa arsenal ng Paddock ang mga tracer bullet"
"0"," Sinalakay ng mga rebelde ang mga kumpanya ng angkan ng Lorenzo"
"0"," Huwag seryosohin ang biro ng panggagahasa ni Duterte, sabi ng Malacañang"
"0","P-Noy sure Ninoy, bibigyan siya ni Cory ng thumbs up"
"0"," 3 FLUPs ang inaprubahan ng DENR"
"0"," Inilunsad ang kilusang Bayan for Bong Go"
"0"," Duterte bukas sa PH–China joint energy exploration sa West PH Sea"
"0"," Pinalawak ng bagyo ang landas sa Luzon; 5.2 milyong tao ang nasa panganib"
"0"," Mga teroristang IS na nagbabantay ng P1.4-B na loot sa Marawi"
"0"," 'Lando' na magtagal ng 3 araw"
"0"," Ibabalik ng PH ang mga labi ng pinatay na Pinay sa Sweden"
"0"," Nasamsam ng PDEA ang P500K na droga sa Antipolo"
"0","Walang planong 'bloody nose' para sa North Korea"
"0"," Napeke ng mga hacker ang site ng Palasyo"
"0"," Duterte satisfaction rating bumawi, bumalik sa 'very good' – SWS"
"0"," Nagdemanda ang gaming firm para sa maling claim, akusasyon"
"0"," Nakakuha ang Bohol ng best partner award sa anti-illegal recruitment advocacy"
"0"," Isinuko ni Pacquiao ang mayor sa mga drug raiders"
"0"," nangangampanya? Trabaho lang, sabi ng mga pulitiko"
"0"," Ang abo ay bumabagsak na parang niyebe habang ang mga kilalang tao ay tumakas sa komunidad ng California"
"0"," Pinag-iisipan ni Duterte ang kabuuang pagbabawal sa pagmimina"
"0"," Nangako si Robredo na maghanap ng karagdagang tulong para sa mga kaanak ng mga biktima ng EJK"
"0"," 2 Czech national ang nalunod sa Palawan"
"0"," Sabi ng mga nangungunang PCSO exec, P6-M party na mahigpit"
"0"," Ang mga pangunahing desisyon ay nagmumula habang sina Trump, Merkel ay nakikipagpulong na may kaunting kasiyahan"
"0"," Ang mga barkong Ruso na dumarating para sa Manila goodwill visit"
"0"," Abogado ng Torre de Manila: Trick shots na binabaluktot ang katotohanan"
"0"," Cambodia genocide survivor 'uwi' sa PH"
"0"," Malabong bigyan ni Duterte ng access ang CHR sa mga folder ng kaso"
"0","Pagtutulungan ng China-PH kumpara sa mga gamot na nahuhubog"
"0"," Labor-only contracting: Ano ang ipinagbabawal"
"0"," Palasyo: Walang alam si Duterte sa pagpapalibing kay Marcos"
"0"," Hinimok ni Duterte na tingnan ang mga isyu ng co-op sector"
"0"," Nananatili ang doktrina ng simbahan sa homosexuality, sabi ng pari"
"0"," Isang hindi malilimutang kaganapan sa Araw ng Bonifacio"
"0"," #InquirerSeven Facts sa estado ng bansa pagkatapos ng termino ni Aquino"
"0","Hinihiling ng Araw ng Paggawa: Pagtaas ng suweldo, mas maraming trabaho, seguridad sa panunungkulan"
"0"," Grave locator, live streaming features sa Manila North, South cemeteries up"
"0"," Sinasabi ng mga source na nasa Zamboanga si Aquino para sa turnover ni Marwan"
"0"," Ang DAR ay naghahanap ng P10-B na badyet para sa 2018"
"0"," 'Para silang mga Arabo, gwapo, maputi'"
"0"," Itinakda ang paglilitis para sa 3 heneral para sa pagkulong sa 'Morong 43'"
"0"," Sino ang maaaring hamunin ang pag-alis ng PH mula sa ICC?"
"0"," Target ng SSS ang mga delingkwenteng employer ng NegOcc"
"0"," Anong 'braggadocio'? Nakiusap si Duterte sa Maute para sa kapayapaan"
"0"," Walang US, mga bansang hindi Asyano sa magkasanib na pagsasanay"
"0"," Muling pinagtibay ni Go ang suporta ng gobyerno sa mga MSME"
"0"," 3 mata sa Davao bombing"
"0"," Mahalaga pa rin ang mga lookout sa tuktok ng bundok para makita ang mga wildfire"
"0"," Duterte: Int'l terrorists, drug money behind Maute"
"0"," Pandaigdigang Araw ng Karapatang Pantao: Binatikos ng Palasyo ang HRW"
"0"," triple ang kaso ng tigdas; outbreak ay tumama sa Davao, Zamboanga cities"
"0"," Nilampasan ng Comelec ang mga mall na pag-aari ng mga pulitiko"
"0"," WHAT WENT BEFORE: Globe Asiatique housing scam"
"0"," Ang mga kamag-anak ng mga biktima ng pulis ay nagbabahagi ng mga kwento ng kalungkutan"
"0","Joma: Reds to join gov't after peace deal"
"0"," Iniutos ni Bato: Probe killings"
"0"," 51 Luzon villages binaha"
"0"," 5 Binay 'dummies' no-shows sa 22nd Senate graft hearing"
"0"," Ito ay monkey biz para sa paaralang ito"
"0"," Feed ICC probers to crocs, says Duterte"
"0"," Nangako si Sarah Duterte ng suporta kay Bong Go"
"0"," Ang pagpapaliban sa pagdinig ng CA ay nakadismaya kay Taguiwalo"
"0"," Ang mga maputik na deboto ay nagmamarka ng kapistahan ni St"
"0"," Pinastol ni 'Hanna' ang Batanes; labas ng Sabado"
"0"," Namumuhunan sa hinaharap na paglago"
"0"," Ang mga kumpanya ng langis ay nagpapatupad ng bahagyang pagbaba sa presyo"
"0"," Ipinagtanggol ng PCSO ang bagong budget para sa charity fund"
"0"," Itinulak ang Davao-Tagbilaran flights"
"0"," Si Leni Robredo ay gumawa ng panghuling pitch para sa solidong boto ng Bicol"
"0"," Luzon newsbits para sa Nobyembre 11, 2016"
"0"," Germany, ilang mga kasosyo sa EU ay tumututol sa Serbia-Kosovo land swap"
"0","Ipinagdiriwang ng ARMM ang Linggo ng Kapayapaan ng Bangsamoro"
"0"," Arsobispo Socrates Villegas: Let glam go for Jesus to glow"
