"label","headline"
"1"," Ang Bongbong Camp ay nagpapakita ng patunay na ang mga ebidensyang nakuha mula sa SC, Leni Camp ay nananatiling tahimik"
"1"," Inilantad ni DLSU Prof. Antonio Contreras ang pagkukunwari ng anti-Marcos crowd"
"0"," Junjun Binay P25M loan na hindi pa nababayaran, 25x na ni-renew"
"1"," Bakit nangingibabaw pa rin ang idiotic na slogan na “Laban” sa Philippine Opposition retorika"
"0"," Inamin ni Mayor ang nakaraan bilang gumagamit ng ilegal na droga"
"1"," Isang Honorary Doctoral Degree ang Iginawad ng UP Kay NoyNoy Aquino"
"1"," Nagbanta si Duterte na ilalabas ang transcript ng tawag sa telepono ni Loida Nicolas Lewis tungkol sa plano ng ICC laban sa kanya"
"0"," Nagsusulat ng mga liham ang mga bata na nagpapasalamat sa mga tropa sa Marawi"
"0"," Ipinagbawal ng Poland ang aktibistang Ukraine mula sa Europa, na nagtatanong"
"1"," Ang Pinakabagong Mga Numero: Si Donald Trump ay Nanalo Kay Hillary Clinton, 52-0!"
"0","Isususpinde ng British Airways ang mga flight sa pagitan ng London, Tehran bilang 'hindi mabubuhay sa komersyo'"
"1"," MALAPIT NA SA DINNER TABLE : GENETICALLY MODIFIED LECHON"
"1"," Bagong Pasabog ng WAC! Isiniwalat kung paano ginamit nila Aquino ,Roxas at iba pa ang DAP para sa 2016 Election!"
"1"," Aquino Itinanggi ang Akusasyon ni Duterte sa Mamasapano Massacre"
"0"," Ang pandarambong ay hindi kasama sa parusang kamatayan"
"1"," Si Jover Laurio ng PAB ay Umalis sa PH, Nag-apply Para sa Political Asylum Sa Netherlands"
"0"," Reklamo ni Digong: Lagi akong na-out of context"
"1"," Bakit Kinansela ni Obama ang Pagpupulong kay Pangulong Duterte ng Pilipinas"
"1"," #PiliPinasDebates2016 kinalabasan: Mar Roxas ang malinaw na natalo sa 2016 Philippine presidential debate"
"0"," Rein in your Cabinet, watch your language, Ramos tells Duterte"
"1"," BASAHIN: Humingi ng tawad si Taguba kay Paolo Duterte"
"1","Inaresto ang ikalawang suspek sa likod ng brutal na pagpatay kay Joanna Demafelis, posibleng maharap sa kamatayan sa pamamagitan ng pagbibigti"
"0"," 'Siya ay may kakayahang umunawa tulad ng isang propeta'"
"1"," Nais ng mga mambabatas ng 100,000 pesos na multa para sa mga taong hindi kakanta ng “Lupang Hinirang” nang maayos"
"0"," Nais ng PNP chief na mag-intern ang mga kadete sa paaralan ng SAF"
"0"," Mga batayan para sa pagtanggi sa petisyon para sa legal na paghihiwalay"
"0"," Nakahanda si Duterte sa EO kung hindi maipasa ng Kongreso ang BBL"
"0"," Pinatay ng mga pulis ng Indonesia ang anim na militanteng Islam"
"0"," Sinabi ng MILF: Alisin ang iyong teritoryo ng mga terorista"
"0"," Nagsampa ng reklamo sa etika si dating Customs chief Faeldon laban kay Lacson"
"1"," Ang petisyon laban kay Ferdinand Marcos na burol sa LNMB ay mabibigo sa purong legal na batayan"
"0"," Kasunduang pangkapayapaan na malamang bago ang 2019, nagbabala ang mga rebeldeng komunista"
"1"," PILIPINAS' PRESIDENT AQUINO, ANG DAKILANG STATISTICIAN"
"0"," Iminungkahi ng Benham Rise development body"
"1"," Pilipinas: Nag-impake ang Mga Bapor na Pandigma ng US, Nakikitang Naglo-load ng mga Crates Ng Balikbayan Boxes"
"1"," PILIPINAS PATALIGING KAPITALISTANG REPUBLIKA NG SAN MIGUEL"
"0"," Shoot order ay natakot sa alkalde ng Leyte"
"1"," Kat de Castro slams Duterte's Haters: “If you think you can do better than the President, takbo kayo sa 2022 ha?”"
"0"," Hiniling ng DOJ na imbestigahan ang mga buwis sa pagmimina ng backer ng LP"
"0"," Ang mga manggagawa sa pangangalagang pangkalusugan ay madaling kapitan ng pag-atake - UN"
"1"," The election-winning path FORWARD for the Philippine Opposition"
"1"," INAakusahan ni TIMOTHY BRADLEY ANG NANAY NI MANNY PACQUIAO NG VOODOOISM"
"1"," Baron Geisler, na maging endorser ng Ace Hardware dahil sa usong Suntukan sa Ace Hardware"
"1"," Bakit patuloy na ibinoboto ng mga Pilipino ang mga tanga tulad ni 'senator' Antonio Trillanes"
"1"," Nakilala ni Duterte ang batang ASG na kinidnap na biktima sa Malacañan"
"0"," P470-M na proyekto para sa pinakamahusay na gumaganap na mga LGU"
"0"," Ang website ng ICRC ay tumutulong sa muling pagsasama-sama ng mga pamilyang nahati sa krisis sa Marawi"
"1"," Former UP Socius president writes open letter to fake feminist: Sa halip na hiyain mo si Mocha, bakit hindi mo siya hikayatin at suportahan?"
"0"," DBM maglalabas ng P490M para sa Boracay road rehab"
"0"," Naghanda si Duterte na maghintay ng isang taon para matapos ang krisis sa Marawi"
"0"," Pinalawig ng Taiwan ang visa-free privilege para sa mga Pilipino"
"0"," Mar, nabigo ang LP na maghain ng ulat ng gastos"
"0"," Aquino, Roxas, Gabinete para bisitahin ang puntod ni Robredo"
"0"," Sino ang takot kay Espenido? Hindi ang mayor ng bayan ng Cebu"
"1"," PANOORIN! NAPANGANGA ang kanilang LIDER ng ASEAN sa kagandahan ni First Lady Honeylet Avanceña"
"0"," Palasyo nagdeklara ng 'digmaan' laban sa mga smuggler ng bigas"
"0"," Nagtakda ang JBC ng panayam para sa 5 aspirante ng SC"
"1"," Nagbabagang balita! :VP Leni Robredo binatikos ng mga senado ang paglegal daw ng droga sa pilipinas ay ang kanyang matuwid na daan!"
"0"," Pagkatapos ng surge, medyo bumaba ang presyo ng gasolina"
"1"," Pinagbawalan? Ginoong Lingao, matuto tayo kay Carlos Celdran"
"0","Pinaplano ng mga Chinese investor ang proyektong pabahay sa Cebu"
"1"," Aquino To Duterte: Please Make Me Caretaker Of Malacañang"
"1"," Ang pambansang kahusayan sa #sports ay sumasalamin sa pambansang katangian"
"1"," Bam Aquino, Ang Pag-aalis ng NFA Council ay Makakaapekto sa Kita Ng Mga Miyembro ng Konseho"
"0"," COA questions dormant 'Araw ng Dabaw' account"
"0"," Pabor ang mga magsasaka ng Ilokano sa two-tier cigar tax hike"
"0"," Nagbabala ang mga manlalakbay sa dagat: Maging alerto habang masama ang panahon"
"0"," IN THE KNOW: Anti-Hospital Deposit Law"
"1"," Ano ang maaaring pag-usapan ni Duterte kay Leni Robredo sa hapunan"
"0","Sinabi ni Aguirre na hindi tao ang mga kriminal, tinututulan ang ulat ng Amnesty International"
"0"," Tumaas ang kaso ng dengue sa unang kalahati ng taon"
"1"," Hindi ligtas ang mga Pilipino habang nasa poder ang kasalukuyang VP Leni Robredo"
"1"," Itinataguyod ni Duterte ang malusog na nasyonalismo na maghahatid sa mga Pilipino sa tamang landas"
"1"," JUSTIN BIEBER AY MAGHAHANAP NG ASYLUM SA SAN FRANCISCO PAGKATAPOS NG CONCERTS SA CALIFORNIA"
"1"," Sapat na kaya sa mga Millennial ang susunod na anti-Duterte rally?"
"0"," Bubuo ang DA ng task force para sa palitan ng binhi ng palay"
"1"," Ang mga Filipino Scientist ay Nag-imbento ng Gene Therapy na Makapagpapagaling sa Katangahan"
"0"," Ang Valenzuela City ay nakakuha ng 4 na parangal noong Hulyo"
"1","PRESIDENT AQUINO: “OPISYAL NA NGAYON ANG PILIPINAS ISANG MAYAMAN NA BANSA”"
"0"," Binay naghain ng panukalang batas para protektahan ang kababaihan"
"0"," Shades of Castroism"
"1","Pinuri ng mga netizens ang administrasyong Tugade at Duterte para sa napakalaking pagpapabuti sa NAIA sa loob lamang ng 3 buwan"
"0"," Mga importer sa PPA: Tanggihan ang 25% pagtaas ng taripa"
"1"," Naglalaro ng DOTA si “Mar Roxas”."
"1"," MAGPAPAHAYAG ANG CNN NG FINAL BROADCAST SA 5 PM SA HUNYO 1, 2015 (VIDEO)"
"0"," National ID system"
"1"," Nabigo ang isang paslit na tao sa pagbuo ng isang kagalang-galang na #demokrasya"
"1"," Iminungkahi ni Congresswoman Roman ang Pagbabago sa National ID Bill"
"1"," Mali ang pag-twerking sa live na TV"
"1","Nangako si Duterte ng libreng irigasyon para sa mga magsasaka"
"1"," Ninanakawan ng Mga Espesyal na Piyesta Opisyal ng Pilipinas ang Mga Manggagawa ng Kanilang Sahod"
"1"," Bakit hindi magiging magaling na pangulo ng #Philippines si Bongbong Marcos"
"1"," Tapos na ang lahat: Sinapian na ng China ang Pilipinas"
"0"," Binatikos ng NPA ang 'military harassment' sa DavOr"
"0"," 'Hindi sa casino, oo sa reporma sa lupa sa Boracay Island'"
"1"," Sa Kanyang Sariling Salita: Ipinahayag ni Barack Obama ang Kanyang Pinili Para sa Pangulo"
"1"," MICHELE BACHMANN IMINUMUNGKA NA LUMIKHA NG 51ST US STATE PARA SA AMERICAN EXPATRIATES"
"0"," Kinasuhan ng punong botohan ang asawa"
"1"," Ang PNCC sa ilalim ng pamamahala ng Malacañang kahit na nag-aalangan si PNoy sa maling pamamahala nito"
"1"," GUSTO NI PHILIPPINE PRESIDENT AQUINO NA MULI ANG INTERNATIONAL AIRPORT NG MAYNILA SA MGA PINAKA MASAMA SA MUNDO"
"0"," Maaaring tingnan ng Senado ang pagbasura ng DOJ sa mga singil sa droga, sabi ni Gordon"
"1"," Kumakalat sa internet ang alleged Musically Queen scandal"
"1"," Netizens slams Pia Ranada over “Mahirap talaga kapag matanda na” tweet"
"0"," Ang unang taon ng pagbebenta ng marijuana sa Nevada ay lumampas sa mga inaasahan"
"1"," PHILIPPINE VP JOJO BINAY TO DElivery TSONA"
"1"," Naglo-lobby ba ang US sa international community para i-pressure ang #Philippines sa pagpasa ng #Bangsamoro Basic Law?"
"0","Namuhunan ang PH ng P10B para sa Apec meet"
"1"," Hiniling ng Babae sa St. Peter Funeral Service na I-cremate ang Mister ng Mister na Buhay"
"0"," Ditch Escudero, payo ni Osmeña kay Poe"
"1","MALAKING WELCOME, TICKER TAPE PARADE AT TAX RECEIPT NA NAGHIHINTAY SA MGA GRAND WINNER NG “ASIA'S GOT TALENT”"
"0"," Niregaluhan si Pia ng bamboo cocktail dress"
"1"," DE LIMA NAGPADALA NG SULAT SA UN PARA PA-IMBESTIGAHAN SI DUTERTE!"
"0"," Walang Holy Week break para sa mga terorista"
"1","ANG MGA BOTO AY SA: TOP TEN, TOP FIVE SA MISS UNIVERSE PAGEANT"
"1"," Sinisi ni Donald Trump si Sarah Palin Para sa Kanyang Pangalawang Pagtapos sa Iowa Caucuses"
"0","Isinara ng mga sagupaan ang highway"
"0"," Sinimulan ng mga pulis ang ballistic test sa mga baril ng mayor"
"1"," Sa Nangungunang Balita Ngayon: Mga Milyonaryo At Bilyonaryo"
"1"," 2 Kaibigan noong ika-9 ng Mayo sina Roxas, Poe, Duterte, BBM, at Robredo"
"1"," WATCH: Hinimok si De Lima ng mambabatas na kusang magbitiw sa puwesto o mapatalsik matapos ang pagbubunyag ni Dayan"
"0"," 4 na dating militar na pinangalanan sa mga nangungunang posisyon sa Customs"
"1"," ANG PILIPINAS AY NAGLABAS NG BAGONG AMBISYONG TOURISM CAMPAIGN"
"1"," Gennifer Flowers, Pia Alonzo Wurtzbach na Magkaroon ng Mga Upuan sa Pangharap na Row Sa panahon ng Debate ng Trump-Clinton"
"1"," Itinakda ng Departamento ng Estado ng US na Kanselahin ang Pasaporte ni Donald Trump Dahil sa Mga Hindi Nabayarang Buwis"
"0"," Idemanda mo ako, naglakas-loob si Bello sa mga nag-aakusa"
"0"," Naghain ang Kamara ng 3rd case laban kay De Lima sa Senado"
"1"," NATUKLASAN NG STANFORD SCIENTIST ANG LUNAS PARA SA SELFITIS"
"0","Mawawalan si Poe ng LP perks kapag umalis siya sa administrasyon, sabi ng mambabatas ng LP"
"0"," Nahuli ang pinaghihinalaang pangkat ng Aussie human trafficker"
"0"," Pakiramdam ng Japan ay nahuhuli sa digitalization"
"0"," COA scores Olongapo for P159-M collection failure"
"0"," Holiday leave: Iminumungkahi ng gobyerno ang staycation para maiwasan ang bagyo"
"1"," ANONG SASASABI NI ARNOLD SCHWARZENEGGER SA MGA TATANGGALIN SA 'CELEBRITY APPRENTICE'"
"0"," Sinusuportahan ng abogado ng Pangulo ang paghahanap sa kulungan ng Cebu"
"0"," S. Cotabato na magpatupad ng mga dev't program para sa mga komunidad ng IPs"
"1","NoyNoy Aquino, Mar Roxas Inakusahan Si Philippine VP Leni Robredo Ng Pagiging Star Fruit"
"1"," RENÉE ZELLWEGER IYAK SEXISMO SA REAKSYON SA BAGONG TINGIN NIYA"
"0"," Ang mga pagsususpinde ay nag-udyok sa panawagan ng mga pinuno ng Kamara para sa caucus"
"0"," Malapit nang iendorso ni Aquino si Roxas bilang kanyang anointed"
"1"," Sinusuri ng Adobo Chronicles ang Mga Pagsasalin sa Facebook"
"0"," Draft Senate report ay sumusuporta sa plunder raps laban sa mga Binay"
"1"," Umalis ang 300,000 Duterte Supporters sa Luneta Rally na Walang Basura"
"1","WALANG 'DYKES ON BIKES' SA SAN FRANCISCO PRIDE PARADE NGAYONG TAONG ITO"
"0"," Ang apoy sa tindahan ng Cebu ay masusunog sa loob ng 3 araw"
"1"," Ang Batangas Gubernatorial Bet ng LP na si Mark Leviste ay nahuli sa Pekeng Pulse Asia Survey"
"0"," 'Rebolusyon' sa pabahay: DOST ay kumukuha ng kumpanya para sa bagong prefab na teknolohiya"
"1"," Maaaring hindi pinapayagan ang bata na dumalo sa seremonya ng pagtatapos dahil sa hindi siya nakadalo sa mga kasanayan sa pagtatapos"
"1"," ITINUTUKOD NG MGA REPUBLIKA ANG PAGHATI SA CALIFORNIA SA ANIM NA ESTADO AT IMINUMUNGKA ANG IKAPITO"
"0"," 168 bagong opisyal na sasapi sa Army"
"1"," Maria Lourdes Sereno: Isang Pagkakamali Ang Sumang-ayon sa Isang Panayam kay Stephen Sackur ng BBC"
"1"," “Hindi kailangan ng PH ng tulong mula sa ibang bansa dahil sa sapat na pondo at hindi tiwaling gobyerno” Paliwanag ng DSWD"
"0"," Marcos casket ready for Libingan"
"0"," Nagbabala ang DSWD laban sa mga pekeng enumerator"
"0"," Nabubuo ang desperasyon para sa mga taga-Marawi"
"1"," Ipinagbawal ng mga Obispo Katoliko ng Pilipinas ang mga Halloween Party"
"0"," Ini-blacklist ng POEA ang Kuwaiti blogger"
"1"," WATCH: Binuksan ni Duterte ang napakalaking Rehab Facility"
"0"," Ang mga pinuno ng Simbahan ay nananalangin, nanawagan para sa pagkakaisa, kapayapaan, pag-asa"
"1"," The Duterte-Trillanes #BangkoSerye – Trillanes Talks – Ep. 1, Abr. 27"
"0"," Walang press secretary para kay President Rody"
"1"," MGA DEMOKRATONG PINAGGANYAANG ANG KAMPANYA NG PRESIDENTAL NI DONALD TRUMP"
"0"," Dumarating ang tag-araw na ulan sa Mindanao"
"1"," Duterte Nag-alok ng Post sa Malacañang Sa Kritiko na si Carlos Celdran"
"1"," KRIS AQUINO NA PINANGALAN BILANG CO-HOST NG MISS USA PAGEANT"
"0"," Nakakuha ang WesCom ng bagong kumander"
"0"," Ang DOST S&T expo sa CLSU ay nakatakda sa Hulyo 25-27"
"1"," SENADOR NG PILIPINAS NAIS PALITAN ANG NATIONAL SYMBOL MULA EAGLE TO TIGER"
"1"," #KanTalk kasama si Sass at TP: Gabay sa Episode at Mga Link sa Pag-download"
"1"," NATIONAL COSTUME NI MISS PHILIPPINES PIA WURTZBACH PARA SA MISS UNIVERSE: THUMBS UP O THUMBS DOWN?"
"1"," STEVE BALLMER, NAGTAAS NG PRESYO NG PAGBILI PARA SA MGA CLIPPERS HANGGANG 3 BILLION DOLLARS"
"0"," Ang PDP-Laban ay hindi mangolekta ng bayad para sa mga post sa barangay"
"1"," WATCH: 'Brutal Rookie Cop' PO1 Tandog explains his side. Posibleng ma-assign sa Mindanao"
"1","EXPOSED: Aquino gang inagaw ang P10.6-B na pondo ng senior citizens"
"0"," Nakalista ang Makati ng mahigit 63,000 mga paglabag sa trapiko"
"0"," Ang hakbang sa botohan ni Marcos ay 'lumilag sa mga patakaran'"
"0"," Kidapawan rally dispersal: Raps readied vs gov, PNP exec"
"0"," Nakakamatay ang Joy ride para sa mga teenager sa Agusan del Norte"
"0"," WHAT WENT BEFORE: Mga isyung pangkalikasan ng Boracay"
"1"," Nais Si Senador Risa Hontiveros na Sisihin ang mga Pro-Duterte Blogger Para sa Nakakasakit na Larawan"
"1"," #DengGate: Binalewala ni Garin ni Aquino ang mga babala ng WHO, inilagay sa panganib ang 700k buhay ng mga batang Pilipino"
"0"," Duterte: Wala akong cancer"
"1","Kris Aquino At Leni Robredo Magho-host ng Bagong TV Game Show Sa ABS-CBN"
"0","Ibinasura ng mga senador ang panukalang limitahan ang mga cell tower"
"0"," Bumubuti ang kalidad ng hangin sa Baguio"
"1"," Ang pag-angkin ng #Philippines sa #SpratlyIslands ay kasing ganda ng pagkatalo sa #China"
"1"," Mga Senador ng Oposisyon ng Pilipinas, Itinaas ng MSM ang Puting Watawat"
"0"," Bill na gumagawa ng 'one-stop shop' para sa mga power project na naaprubahan"
"0"," Ang mga larong nilalaro sa wakes ay hindi nakaligtas sa anti-vices drive"
"1"," Mula kay FVP Leni Robredo: Maling Video Message na Ipinadala Sa United Nations"
"1"," Matutubos lamang ng Senado ng Pilipinas ang sarili kung patalsikin nito ang 'senador' na si Antonio Trillanes"
"1"," PHILIPPINE ARCHBISHOP: 'YOGA IS AN IMBITATION TO THE DEVIL'"
"0"," Duterte on Mabilog: 'Papatayin talaga kita'"
"1"," Mga Kaibigan, Pilipino, Kababayan, Pahiram sa Akin ng Iyong Tenga"
"0"," Isasara ang mga open dumpsite sa Cavite"
"0"," Hinimok ni Alvarez na itigil na ang pagtanggal sa mga anti-death penalty solons sa kanilang mga puwesto"
"1"," POPEMOBILE, PHILIPPINE STYLE, NAGHIHINTAY KAY POPE FRANCIS"
"1"," LOOK: Kumpleto na ang listahan ng mga brgy officials sa PDEA drug list"
"1"," NANAWAGAN ANG ANTI-GAY GROUP NA BOYCOTT NG COCA-COLA"
"0"," Ang LED-light na saranggola ay nagpabilib sa mga nagmamasid sa 'Earth Hour' sa Cavite"
"1"," MGA TAO NA DUMADAMO SA POLYNESIA PARA SA LIBRENG WI-FI"
"1"," SINASAK NI SCOTUS ANG DOMA; SNUBS PROP 8"
"0"," Rizal corner 20th Avenue"
"0"," 3 pang Sayyaf ang napatay sa bakbakan ng militar"
"1"," “Paglilinis ng mga nakalalasong basura” – makukuha kaya ng Rappler na si Maria Ressa ang Facebook para tanggalin ang mga pro-Duterte accounts?"
