label,headline,search keyword,fake news rating
1,"Hindi kami maaaring makipagtulungan sa ICC na isinasaalang-alang ang napakaseryosong mga tanong tungkol sa kanilang hurisdiksyon at tungkol sa kung ano ang itinuturing naming panghihimasok at halos pag-atake sa soberanya ng Republika.""",Philippines,misleading
1, Dapat tutulan ng Senado ang imbestigasyon ng International Criminal Court sa mga pagpatay na may kinalaman sa drug war sa panahon ng administrasyong Duterte dahil gumagana nang husto ang sistema ng hustisya sa Pilipinas.,Philippines,misleading
1, Sinabi ng party-list rep na wala ang kasaysayan ng PH sa K to 12 curriculum,Philippines,misleading
1, Pinangalanan ni Bongbong Marcos si Health Undersecretary Maria Rosario Vergeire bilang bagong pinuno ng Philippine National Police (PNP).,Philippine National Police,fake
1," Inihayag ng National Police Commission na ang Philippine National Police Entrance Examination ay sa Nob. 26, 2022 at ang online registration ay mula Okt. 6 hanggang 26, 2022",Philippine National Police,fake
1," Naglabas ang Philippine National Police ng advisory warning laban sa pagdadala ng mga nawawalang bata sa isang partikular na address, dahil ito ay isang bagong modus upang magnakaw, pagkatapos ay panggagahasa at pagkidnap ng mga babae",Philippine National Police,fake
1,Ang supply ng kuryente mula sa Meralco ay mapapalitan ng makabagong teknolohiya,Meralco,misleading
1, Ipinasara na ni Bongbong Marcos ang Meralco,Meralco,fake
1, Sina Bongbong Marcos at Rodante Marcoleta ay pumirma ng direktiba para isara ang Meralco,Meralco,fake
1," Sinabi ni Sara Duterte na ang mga mag-aaral sa DepEd ay hindi nangangailangan ng de-kalidad na edukasyon, kundi basic na edukasyon lamang.",DEPED,fake
1, Ang K to 12 program ay inalis matapos ihatid ni Sara Duterte ang Basic Education Report,DEPED,fake
1,Sinabi ni Senate President Juan Miguel Zubiri na wala siyang narinig o nakita na mga pagpatay na may kaugnayan sa giyera laban sa droga sa ilalim ng bagong administrasyon.,Philippine Senate,fake
1, Nanalo ang abogadong si Larry Gadon sa karera ng Senado,Philippine Senate,fake
1, Pinaalis nina Bongbong Marcos at Rodante Marcoleta si Raffy Tulfo sa Senado,Philippine Senate,fake
1, Sinabi ni Senate President Juan Miguel Zubiri na hindi niya narinig o nakita ang mga pagpatay na may kinalaman sa digmaang droga sa ilalim ng bagong administrasyon.,Philippine Senate,fake
1," Ang noo'y senador Benigno ""Noynoy"" Aquino III ay hindi sumali sa 2010 presidential debates.",Philippine Senate,fake
1,Maaaring palitan si Loren Legarda ni Larry Gadon o Lucy Torres-Gomez sa Senado.,Philippine Senate,misleading
1," Komisyon sa Wikang Filipino, inaprubahang 'subersibong' mga libro ay tumutulong sa pagiging radikal ng kabataan",Philippine Senate,no basis
1, Sinabi ni Senador Ronald Dela Rosa na handa siyang bitayin kung mapatunayan siya ng lokal na hukuman na nagkasala sa mga pagpatay na may kaugnayan sa droga noong administrasyong Duterte.,Philippine Senate,no basis
1," Ang opisina ni Sen. Robin Padilla ay tumatanggap ng mga aplikasyon para sa P3,000 na tulong pinansyal mula sa Department of Social Welfare and Development (DSWD)",DSWD,fake
1," Inaprubahan ng DSWD ang P10,000 cash assistance para sa bawat pamilyang Pilipino",DSWD,fake
1, Maaaring magparehistro ang mga Pilipino para sa Pantawid Pamilyang Pilipino Program (4Ps) sa pamamagitan ng Facebook page at grupo ng Department of Social Welfare and Development,DSWD,fake
1, Ang Careerz.world ay isang online na portal para sa pagpaparehistro ng programa ng tulong sa edukasyon ng Department of Social Welfare and Development,DSWD,fake
1,"Nag-aalok ang Department of Social Welfare and Development o DSWD ng scholarship program para sa mga mag-aaral. Makakatanggap ang mga estudyante ng P6,500 cash allowance, laptop at cell phone, at school supplies. Makakatanggap din ang mga ina ng P7,000 buwanang allowance.",DSWD,fake
1, Leni Robredo ay bumisita kay Social Welfare Secretary Erwin Tulfo nang walang appointment,DSWD,fake
1," Erwin Tulfo, handa siyang magsampa ng kaso laban kay Leni Robredo dahil sa isyu ng relief goods ng Angat Buhay na hinahalo umano sa DSWD.",DSWD,fake
1, Sinabi ni Erwin Tulfo na pabor siya sa pagbasura sa Pantawid Pamilyang Pilipino Program (4Ps) law kung mapatunayang hindi ito epektibo sa pag-iwas sa kahirapan.,DSWD,misleading
1," Ang Glucoactive ay isang ""natural na anti-diabetic na lunas"" na naglalaman ng ""lahat ng bitamina, macro-at microelement na mahalaga upang labanan ang type 2 diabetes."" Ito ay itinataguyod ni Dr. Tony Leachon.",ABS-CBN,fake
1," Ang ABS-CBN News Channel (ANC) ay naglathala ng isang ulat tungkol sa isang Crystalix, isang kapsula na nakakapagpagaling ng mga katarata at glaucoma nang hindi nangangailangan ng operasyon.",ABS-CBN,fake
1,Nagpatakbo at ilegal na nagbenta ang ABS-CBN ng milyon-milyong TV Plus black boxes nang walang permiso mula sa National Telecommunications Commission.,ABS-CBN,fake
1," Ang ABS-CBN ay gumamit ng isang kahina-hinalang subsidiary, ang Big Dipper, upang gumana bilang isang tax shield para maiwasan ang pagbabayad ng bilyon-bilyong buwis sa gobyerno.",ABS-CBN,fake
1, Nilapastangan ng ABS-CBN ang Konstitusyon nang labagin nito ang eksklusibong pagmamay-ari at pamamahala ng Pilipino sa mass media sa pamamagitan ng pag-iisyu ng Philippine Depositary Receipts.,ABS-CBN,fake
1, Nilapastangan ng ABS-CBN ang Konstitusyon sa pamamagitan ng paglabag sa eksklusibong pagmamay-ari at pamamahala ng Pilipino sa mass media sa pamamagitan ng pag-iisyu ng Philippine Depositary Receipts.,ABS-CBN,fake
1, Inilathala ng ABS-CBN ang ulat na nagmumungkahi na si Pasig Mayor Vico Sotto ay kasabwat sa umano'y panggagahasa kay Pepsi Paloma,ABS-CBN,fake
1, Ginamit ng ABS-CBN 'yung Big Dipper para itago 'yung karampatang buwis na dapat nitong bayaran.,ABS-CBN,fake
1,"Ginagamit ng ABS-CBN ang subsidiary nito, ang Big Dipper, para itago ang tamang halaga ng buwis na dapat nitong bayaran.",ABS-CBN,fake
1," Sabi ni Cynthia Villar, kaya niyang bilhin ang ABS-CBN dahil may pinaghirapan siyang pera, hindi tulad ng mga 18 hours a day na nagtatrabaho pero wala man lang eyebag.",ABS-CBN,fake
1, Na-hack ang broadcast ng GMA TV,GMA Network,fake
1," Sa ulat ng GMA News, maaari nang sumakay ang mga biker sa mahabang rides basta't hindi sila lalayo",GMA Network,fake
1, Ang GMA Network ay nawalan ng P28.7 milyon na potensyal na kita matapos i-pull out ng mga advertiser ang kanilang mga placement nang tumanggi si Bongbong Marcos na lumahok sa The Jessica Soho Presidential Interviews,GMA Network,fake
1, Iniutos ni Pangulong Bongbong Marcos ang pagpapalit ng pangalan ng Ninoy Aquino International Airport (NAIA) sa Manila International Airport (MIA).,Ninoy Aquino International Airport,fake
1, Sina Bongbong Marcos at Raffy Tulfo ay nagbabalak na isara ang NAIA,Ninoy Aquino International Airport,fake
1, Ang pangalan ng NAIA ay ibinabalik sa MIA,Ninoy Aquino International Airport,fake
1, Iniutos ni Bongbong Marcos na ibalik ang pangalan ng Ninoy Aquino International Airport (NAIA) sa Manila International Airport (MIA),Ninoy Aquino International Airport,fake
1,Kinumpirma ni Bongbong Marcos ang pagpapalit ng pangalan ng Ninoy Aquino International Airport (NAIA) pabalik sa Manila International Airport (MIA),Ninoy Aquino International Airport,fake
1, Nagtagumpay si Larry Gadon sa kanyang petisyon na palitan ang pangalan ng Ninoy Aquino International Airport sa Manila International Airport.,Ninoy Aquino International Airport,fake
1, Ginawa ang Ninoy Aquino International Airport... pinaganda noong pamumuno ni Ferdinand Marcos Sr.,Ninoy Aquino International Airport,misleading
1, Ang Ninoy Aquino International Airport ay ginawa noong administrasyon ni Ferdinand Marcos Sr.,Ninoy Aquino International Airport,misleading
1, Iniulat ng CNN Philippines na ang isang gamot sa hypertension ay sadyang itinago ng Department of Health sa mga pasyente,DOH,fake
1, Ang isang imahe na ibinahagi sa Facebook ay nagpapakita umano ng isang pahayag na ginawa ng Kagawaran ng Kalusugan ng Pilipinas tungkol sa pagkalat ng variant ng omicron.,DOH,fake
1," Si Francisco Duque ay wala sa Department of Health, si Willie Ong ay nasa",DOH,misleading
1, Hindi iniulat ng mainstream media ang pakikipagpulong ni Bongbong Marcos Jr. sa mga opisyal ng World Bank.,Marcos,fake
1,Claim ng Facebook page Solid BBM SARA supporters: Ang mga Marcos ay may trilyong dolyar na reserbang ginto,Marcos,fake
1,Si Bongbong Marcos ay nagkakahalaga ng trilyon hanggang quadrillions ng dolyar,Marcos,fake
1, Sinabi ni Sara Duterte na manahimik ang mga guro na bumabatikos sa mabagal at lumang mga laptop na binili ng Department of Education.,Duterte,fake
1, Sina Senador Ronald Dela Rosa at dating pangulong Rodrigo Duterte ay kabilang sa mga kinasuhan sa International Criminal court para sa mga krimen laban sa sangkatauhan dahil sa mga pagpatay na may kaugnayan sa drug war.,Duterte,fake
1," Si dating pangulong Rodrigo Duterte ay ""hindi nag-utos na patayin ang mga tulak ng droga.",Duterte,fake
1, Iniutos ni Sara Duterte na i-abolish ang K to 12 education system,Duterte,fake
1, Naglabas ng utos si Sara Duterte na ibalik si Gerald Bantag sa Bureau of Corrections,Duterte,fake
1, Nagsagawa ng mga hakbang sina Bongbong Marcos at Sara Duterte para parusahan ang sistema ng Unibersidad ng Pilipinas dahil sa hindi pagpapatupad ng mga utos na magsagawa ng face-to-face classes,Duterte,fake
1,Ipinasara nina Bongbong Marcos at Sara Duterte ang UP Diliman.,Duterte,fake
1, Hindi kailanman ipinag-utos ni dating pangulong Rodrigo Duterte ang pagpatay sa sinumang sangkot sa iligal na droga,Duterte,fake
1," Sinabi ni Pangulong Rodrigo Duterte na ang kanyang buwanang suweldo ay mula P196,000 hanggang P200,000.",Duterte,fake
1," Ang Durano political clan ay namumuno sa Danao City, Cebu sa loob ng “halos 15 dekada.”",Duterte,fake
1, Ang republika ng Pilipinas ay itinatag noong 1947.,Duterte,fake
1, Kumalat sa Facebook ang larawang nagpapakita kay dating pangulong Rodrigo Duterte na nagpapahinga sa labas ng kanyang tahanan sa Davao City matapos ang kanyang termino noong Hunyo 30.,Duterte,misleading
1, Sinabi ni Rodrigo Duterte na ipapasa niya ang pagkapangulo kay Bongbong Marcos kung mabibigo itong wakasan ang kriminalidad sa loob ng tatlong buwan ng maupo sa pwesto.,Duterte,misleading
1, Ang suspek sa pagpatay sa migranteng Filipino worker na si Jullebee Ranara ay binitay na hanggang kamatayan,OFW,fake
1," Ang dalawang presidente bago si Ferdinand Marcos Jr. ay ""walang ginawa"" para iligtas sa hatol na bitay ang nahatulang OFW na si Mary Jane Veloso dahil sa pagpupuslit ng droga sa Indonesia.",OFW,fake
1,Ang mga nabakunahang indibidwal ay walang immunity laban sa COVID-19 virus. Wala silang pinagkaiba sa mga hindi nabakunahan.,COVID Philippines,fake
1, Mga 10 taong gulang na immune sa COVID-19,COVID Philippines,fake
1," Ang gobyerno ng Pilipinas, sa pamamagitan ng isang resolusyon ng IATF, ay nagpapatupad ng no vaccination, no employment policy.",COVID Philippines,fake
1, Inamin ng World Health Organization sa website nito na ang mga bakuna sa COVID-19 ay maaaring magdulot ng multiple sclerosis,COVID,fake
1," ""Ang DNA ng monkey virus ay natagpuan sa mga pag-shot ng COVID-19""",COVID,fake
1, Nakakuha si Donald Trump ng bakunang COVID-19 na naglalaman ng hydroxychloroquine at ivermectin,COVID,fake
1, Ang mga bakunang ginawa para sa COVID-19 ay naglalaman ng DNA ng virus na nagdudulot ng kanser na matatagpuan sa mga unggoy.,COVID,fake
1, Walang mga bagong variant ng COVID-19 mula noong inatake ng Russia ang mga biolab ng US sa Ukraine,COVID,fake
1, mga baka na pinatay ng mga bakuna sa COVID-19,COVID,fake
1, sinasabing ang mga baka sa Italy ay namamatay matapos matanggap ang bakuna sa COVID-19,COVID,fake
1, mga baka na pinatay ng mga bakuna sa COVID-19.,COVID,fake
1," Nahuli si Pfizer na ""nagpapalabas"" ng $12 milyon sa host ng CNN na si Anderson Cooper para i-promote ang mga bakuna sa COVID-19.",COVID,fake
1,"Ang bakuna sa COVID ay ""napatunayang may negatibong bisa.""",COVID,fake
1," Ipinapakita ng data ng Ministri ng Kalusugan ng Israel na ""zero malusog na tao"" na wala pang 50 taong gulang ang namatay sa COVID-19 sa bansa.",COVID,fake
1, Sinabi ng European Medicines Agency (EMA) na ang mga bakuna sa COVID-19 ay maaaring magkaroon ng masamang epekto sa pagkamayabong ng babae.,COVID,fake
1," ""Ang European Union ay nagbabala ngayon sa mga buntis na kababaihan na huwag kumuha ng bakuna sa COVID-19 dahil sa posibilidad ng pagkabaog at pagkalaglag.""",COVID,fake
1," Ang militar ay nagtala ng ""500% na pagtaas sa HIV mula nang ilunsad ang bakuna sa COVID.""",COVID,fake
1," Ang COVID-19 ay sanhi ng kamandag ng ahas, hindi isang virus; Ang kamandag ng ahas ay nasa mga bakuna sa COVID-19 at nagiging sanhi ng pagkalaglag",COVID,fake
1, “Opisyal na Ulat: Pinatay ng mga Ventilator ang Halos LAHAT ng Pasyente ng COVID.”,COVID,fake
1," Inilabas ng Pfizer ang isang dokumento na nagsasaad na higit sa libong tao ang namatay dahil sa bakuna sa COVID 19 ng Pfizer na may 42,000 katao na dumaranas ng mga side effect.",COVID,fake
1, Ipinapakita ng pag-aaral na ang mga bentilador ang may pananagutan sa karamihan ng pagkamatay ng COVID-19,COVID,fake
1,Iniulat ng CDC na tumalon sa 'mga sakit na nauugnay sa AIDS' pagkatapos ng mga bakuna sa COVID-19,COVID,fake
1, Inaalaala ng CDC ang bakunang COVID-19 na Johnson & Johnson.,COVID,fake
1," ""Ang mga sakit at cancer na nauugnay sa AIDS ay tumaas ng 338x mula nang ilunsad ang mga bakuna sa COVID-19, ayon sa CDC at mga katawan ng dayuhang pamahalaan.""",COVID,fake
1, Ang mga bakunang COVID-19 na ibinibigay sa panahon ng pagbubuntis ay nagdulot ng pagtaas ng mga kaso ng myocarditis sa mga sanggol.,COVID,fake
1," ""Sinusubukan na ngayon ng militar ng US ang mga sundalo para sa AIDS, pagkatapos mag-ulat ang database ng DOD ng 500% na pagtaas sa HIV mula nang ilunsad ang bakuna sa COVID.""",COVID,fake
1, Natuklasan ng pag-aaral na ang bakuna sa COVID-19 ay maaaring magdulot ng pangmatagalang pinsala sa utak.,COVID,fake
1," ""Natuklasan ng isang pag-aaral sa Europa na ang mga bakuna sa COVID ay maaaring magdulot ng 'pangmatagalang pinsala sa utak.'""",COVID,fake
1, Ang mga bakuna sa COVID-19 ay 'pinabilis ang proseso ng pagtanda',COVID,fake
1, Ang pinakamataas na lingguhang pagkamatay ng Covid sa UK ay 652.,COVID,fake
1," ""Ang SARS ay ang pananaliksik na binuo ng mga tao, na ginagamit ang isang modelo ng sistema ng buhay upang aktwal na atakehin ang mga tao""",COVID,fake
1,Sumang-ayon ang Pfizer na magbayad ng $2.3 bilyon sa isang kasunduan sa panloloko sa pangangalagang pangkalusugan na kinasasangkutan ng mga bakuna sa COVID-19.,COVID,fake
1," ""Ang mga Bakuna sa COVID ay Kailanman Ligtas para sa mga Buntis na Babae, ang sariling data show ng Pfizer""",COVID,fake
1, Ang mga produkto mula sa AeroFarms ay naglalaman ng bakunang COVID-19,COVID,fake
1," Noong 2023, idineklara ni Chelsea Clinton na ang lahat ng mga bata sa US ay dapat pilitin na kumuha ng mga bakunang mRNA (na kinabibilangan ng mga bakunang COVID-19) nang walang pahintulot ng mga magulang.",COVID,fake
1, Ang mga bakunang Covid ay gumagawa ng karne na magnetic,COVID,fake
1, Ang AeroFarms ay naglalagay ng mga bakuna sa COVID-19 sa mga pagkain.,COVID,fake
1, Ang mRNA mula sa mga bakuna sa COVID-19 ay pumasok sa suplay ng pagkain sa pamamagitan ng genetically modified na mga halaman na pinalaki upang maglaman nito o sa pamamagitan ng pagkonsumo ng mga nabakunahang hayop.,COVID,fake
1, Ang spike protein na dulot ng mga bakuna sa COVID-19 ay nakakalason at nagdudulot ng mga sakit at pagkamatay; maaaring kontrahin ng nattokinase ang mga epektong ito,COVID,fake
1, mga taong bumagsak dahil sa mga bakuna sa COVID-19.,COVID,fake
1, Doble ang bilang ng mga miscarriage sa Lanarkshire noong 2022 dahil sa mga bakunang Covid-19.,COVID,fake
1,Sinabi ng FDA na ang bakuna sa COVID-19 ay 'hindi ligtas at hindi epektibo',COVID,fake
1, Ipinagbawal ng FDA ang mga bakuna sa COVID-19 noong 2023,COVID,fake
1," Ang mga aneurysm sa utak ay isang ""malubha at karaniwang pinsala sa bakuna ng COVID-19 mRNA sa mga kabataan.""",COVID,fake
1, Inamin ng CDC na nagpapadala ng mga nakamamatay na batch ng mga bakuna sa COVID-19 sa mga pulang estado,COVID,fake
1, Ipinagbawal ng FDA ang mga bakuna laban sa COVID-19.,COVID,fake
1, Ipinahinto ng Switzerland ang mga bakuna sa COVID-19 dahil sa mga alalahanin sa kaligtasan,COVID,fake
1, Iginawad ng Dept of Defense ang kontrata para sa pananaliksik sa COVID-19 bago umiral ang virus,COVID,fake
1, Ang US Department of Defense ay nagbigay ng kontrata para sa COVID-19 na pananaliksik sa Ukraine ilang buwan bago nalaman ang virus.,COVID,fake
1, Ipinagbawal ng Switzerland ang bakunang COVID-19,COVID,fake
1, Ang bakuna sa Covid ay inilabas bilang isang panukalang depopulasyon,COVID,fake
1, Hinulaan ng Rapper na Notorious BIG ang pandemya ng Covid-19 noong 1994,COVID,fake
1," Ang mga bakuna sa COVID-19 ay nagdulot ng ""26.6 milyong Pinsala"" at ""1.36 milyong Kapansanan"" noong 2022 at nagkakahalaga ng bilyun-bilyong dolyar sa ekonomiya.",COVID,fake
1, Inihula ni Biggie Smalls ang COVID-19 noong 1994,COVID,fake
1, Hindi na nahahanap ang mga variant ng COVID-19,COVID,fake
1,Walang mga bagong variant ng COVID-19 mula noong nagretiro si Dr. Anthony Fauci.,COVID,fake
1," Nag-tweet ang isang doktor na hindi niya pinagsisisihan ang pagbibigay ng bakuna para sa COVID-19, ""kahit na lumabas na tinurukan kita ng aktwal na lason at may mga araw ka na lang para mabuhay.""",COVID,fake
1," Pinatunayan ng ulat na ang mga bakuna sa COVID-19 ay nagdulot ng 300,000 labis na pagkamatay noong 2022.",COVID,fake
1, Ang mga bakuna sa COVID-19 ay nagpapataas ng panganib ng pagkalaglag at panganganak nang patay,COVID,fake
1, Isang dokumento ang nagpapatunay na ang graphene oxide ay nasa bakuna para sa COVID-19 ng Pfizer,COVID,fake
1," ""malinaw na ang mga bakuna [COVID-19] ay mapanganib para sa mga bata"", nagiging sanhi ito ng myocarditis; ang mga bata ay protektado mula sa COVID-19 sa pamamagitan ng likas na kaligtasan sa sakit na nalalampasan ng pagbabakuna",COVID,fake
1, Ang palabas noong 2009 batay sa mga teorya ng pagsasabwatan ay ibinahagi bilang patunay ng WHO na gumagawa ng mga bakuna sa COVID-19 upang lumikha ng permanenteng sterility,COVID,fake
1," Walang ""malusog"" na bata ang namatay sa Covid-19.",COVID,fake
1, Alam ng gobyerno ng UK na ang Covid-19 ay isang simpleng trangkaso.,COVID,fake
1,"""Paglusaw ng Spike Protein ng Nattokinase: Holy Grail of COVID-19 Vaccine Detoxification""; Ang matagal na COVID ay sanhi ng patuloy na spike protein sa katawan",COVID,fake
1," Ipapaalam ng Mga Emergency na Alerto sa gobyerno kung aling mga telepono ang aktibo, kung nasaan sila, at ili-link ang gobyerno sa personal na data ng isang user sa pamamagitan ng data na nakolekta noong nag-sign in sila sa isang lugar gamit ang NHS Covid-19 app sa panahon ng pandemya.",COVID,fake
1, Australian surgeon na na-stroke pagkatapos ng 3 COVID-19 na dosis ng bakuna,COVID,fake
1," 5G sa 60 GHz ""pinitigil ang katawan ng tao at dugo sa pagsipsip ng oxygen""; ito ang inilalarawan ng mga doktor sa mga kaso ng COVID-19",COVID,fake
1, Iniutos ni Putin na sirain ang lahat ng mga bakuna sa COVID-19 sa Russia,COVID,fake
1, Nag-ulat ang militar ng 500% na pagtaas sa mga kaso ng HIV mula nang ilunsad ang bakuna sa COVID-19,COVID,fake
1, Plano ng WEF na ipagbawal ang Eggs dahil natural nitong mapapagaling ang COVID,COVID,fake
1, Iniutos ni Vladimir Putin na sirain ang mga bakunang Covid-19 sa Russia,COVID,fake
1, Iniutos ng Russia na sirain ang lahat ng imbakan ng bakuna para sa COVID-19.,COVID,fake
1,"Na-corner si Bill Gates ng ABC News dahil sa mga tanong sa bakuna sa COVID, naiirita umalis sa panayam",COVID,fake
1, Iniutos ng Pangulo ng Russia na si Vladimir Putin na sirain ang lahat ng mga bakuna sa COVID-19 sa bansa.,COVID,fake
1, Nagalit si Bill Gates sa mamamahayag na nagtatanong tungkol sa mga pagbabakuna sa Covid at Microsoft !!,COVID,fake
1, Naglabas ang korte ng Pilipinas ng warrant para kay Bill Gates na nakatali sa mga bakuna sa COVID-19,COVID,fake
1," ang ilang mga inumin ay maaaring ""testing positibo"" para sa COVID-19 kapag gumagamit ng mga pagsusuri sa COVID-19 sa bahay.",COVID,fake
1, Ipinapakita ng pag-aaral na ang bakuna sa COVID-19 ay nagdudulot ng 5 beses na mas maraming myocarditis kaysa sa virus,COVID,fake
1, Panayam kay Bill Gates kung saan siya ay inakusahan ng pagnanakaw ng Microsoft Software at kumita ng pera sa pamamagitan ng pagsulong ng mga bakuna sa COVID-19,COVID,fake
1, sinasabing iniutos ng Pangulo ng Russia na si Vladimir Putin na sirain ang lahat ng mga bakuna sa COVID-19 sa Russia,COVID,fake
1," Si Vladimir Putin ay ""nag-utos na sirain ang lahat ng mga bakuna sa COVID-19 sa Russia.""",COVID,fake
1, Ipinapakita ng larawan ang tweet ng Kid Rock tungkol sa mga paghihigpit sa COVID-19,COVID,fake
1,"Sa Australia, ang ""17% na pagtaas sa mga namamatay sa atake sa puso"" sa unang walong buwan ng 2022 ay nauugnay sa pagbabakuna sa COVID-19.",COVID,fake
1," ""Dahil ang mga Covid shot ay ginawa pa rin sa ilalim ng Emergency Use Authorization, maaari nilang baguhin ang hanggang 49% ng mga sangkap nang walang pag-apruba ng FDA.""",COVID,fake
1, Namatay si Richard Belzer dahil sa isang bakuna sa COVID-19.,COVID,fake
1, 100% ng mga namatay sa COVID-19 sa Canada ngayon dahil sa bakunang mRNA,COVID,fake
1," ""Inamin ni CDC Dep. Dir. Tom Shimabukuro na Ang mga Bakuna sa COVID ay Nagdudulot ng 'Mga Nakakapanghinang Sakit'""",COVID,fake
1, Ang bakunang Pfizer/BioNTech COVID-19 ay nagdudulot ng COVID-19,COVID,fake
1," Inamin ng Moderna CEO na si Stéphane Bancel na Nakagawa ang Kumpanya ng 100,000 COVID-19 Doses noong 2019 Bago Magsimula ang Pandemic.",COVID,fake
1, Muntik nang mamatay si Damar Hamlin dahil sa bakuna sa COVID-19,COVID,fake
1, “Huwag kalimutang inamin lang ni Pfizer na gumamit ng gain of function para gumawa ng bio weapons”,COVID,fake
1, Ipinagbabawal ng Thailand ang Pfizer matapos na ma-booster ang Thai princess at ma-coma,COVID,fake
1,"Ang mga pagsubok sa bakuna laban sa COVID-19 ay isang ""theatrical performance ... sila ay talagang hindi totoo.""",COVID,fake
