label,headline
0, Naghain si Poe ng bill tungkol sa kaligtasan sa kalsada
0, Binago ng DOTC ang mga panuntunan sa paghawak ng bagahe dahil sa 'tanim-bala'
0, Mahiwagang pakikipagtagpo sa 'telco man'
0, Nagbabala si Bloomberg tungkol sa 'epidemya ng kawalan ng katapatan'
0, Ang Angono ay nagdaos ng Higantes Festival
1, US CONGRESSMAN NAGNANAKAW SA PAPA!
0, Sahiron follower nahuli sa Sulu
1,"Solusyon sa Trapiko: Mga Driver ng Sasakyan na Walang asawa, Ipagbabawal Sa EDSA Kapag Rush Hours"
0, Nangako si Año na disiplinado ang PNP
0, Philrem na magbabalik ng P10M sa Bangladesh
0, Ang pagkawala ng Naia ay nagdudulot ng kaguluhan
0," Nakakagulat, nakakabahala, sabi ni Robredo tungkol sa mga hubad na preso"
0," Sa New York refugee haven, bagong pagkabalisa sa edad ni Trump"
1, NAGPALIT ANG APEC SA SARILI NG APAEC
0, 52 rebeldeng NPA ang sumuko noong Sept– militar
0," Hinikayat ng mga obispo ang pulisya, militar: Itigil ang mga pagpatay"
1, Nakuha ng “Goodbye Kimstore” BOC ang mga 'smuggled' gadgets mula sa online gadget shop sa Pilipinas
1, MGA INA AGAINST DRUNK DRIVING (MADD) IKINUSA ANG UBER PARA SA PAGTAAS SA ALAK
1, PHILIPPINE VP JOJO BINAY TO DElivery TSONA
0," 'Huwag pababayaan ang iyong pagbabantay,' sabi ng mga opisyal ng pederal sa Hawaii"
0, Paggawa: Ang Dole order ay hindi titigil sa 'endo'
0, TESDA-9 mag-alok ng skills training para sa mga 'standby'
0, Pag-aaralan ng SC ang petitions vs martial law decree
0, Nakatakda ang NegOr Earth Day climb ngayong weekend
0, Inaasahan ng UNA ang higit pang telenovela ng Senado ng 'kasinungalingan' sa 2015
0,240 kumpletong drug rehab sa Benguet
0, Ang mga grupo ng manggagawa ay tumitingin sa scheme ng work-from-home
1, Kung Bakit Ako Nawawalan Ng Pag-asa Para Sa Mga Kabataan Ngayon
0, Binatikos ng mga internasyonal na grupo ang desisyon ng SEC sa Rappler
0, Mas maraming senador ang tutol sa plano ng botohan ni Duterte
1, LOOK: P24M cash deposits ng Delima staff
1, BAGONG CAREER GOAL NI MANNY PACQUIAO: MAGLARO KONTRA JEREMY LIN
1," Delima, isa sa 100 Pinaka-Maimpluwensyang Tao ng TIME"
0, Nais ni Revilla na hindi kasama ang mga ghost project sa kasong plunder
0, Paano makaligtas sa pagkasira ng MRT
0," Binay writes letters, buys ad space to answer charges"
1, #BangkoSerye: Sonny Trillanes and his Hacker-Friend
1, US EXPORTS CHICKEN TO CHINA THEN IMPORTS BACK FAKE CHICKEN
0, Binatikos ni Duterte si De Lima
0, Ang mga pamilyang apektado ng Marawi-crisis ay tumatanggap ng mga Qurbani meat packs
0, Muling nahalal ang PH sa int'l maritime council
0, Ang tweet ni Teddyboy ay pumukaw ng word war
0," Duterte binanatan ang US, pinupuri ang Russia"
0, AFP: ang labanan sa Marawi ay nakakulong na lamang sa 'dalawa't kalahating barangay'
0,Bahay para imbestigahan ang 'outing' ng mga walang tirahan
1," Pari Katoliko, Nagdasal Para Magkasakit si Duterte, Sinibak"
0," Enrile, political scions sumali sa senatorial derby"
0, Mga smuggled na sasakyan para sirain
0," Limutan Falls: Bagac, Bataan's hidden, emerging tourism jewel"
0, Mangarap pa
1, Hindi Natutuwa ang mga Obispo ng Pilipinas sa EDSA People Power Anniversary Rally Ngayong Linggo
1, SAMPAL SA MUKHA NG INQUIRER ANG GINAWA NG REPORTER NG TV-5! NAGBIBGAY NG TOTOONG SITWASYON SA MARAWI
0, 'Manang' Imee welcomes 'kabsat' Grace
0, 59 na evacuees sa Marawi ang nasawi sa iba't ibang sakit
0," Sa pamamagitan ng kanyang paaralan, ang mga Indian upland folk ay gumawa ng matarik na pag-unlad"
1, Belgica lambasts Ombudsman for investigating Bato: “Daming nakatambak na kaso sa inyo; Imbistigahan muna sina De Lima at PNoy”
1, Ipinagtanggol ng anak na babae ang tatay: Ang testimonial ni Julia Abad ay nagha-highlight sa kultura ng Ph #Kamaganak Inc
1," Binisita ng NPA si Davao Mayor dahil sa pagiging Martial Law supporter, sagot ni Inday Sara na may twist"
0,Ang INC ay nag-rally ng tapat sa paligid ng 2017 na 'sharing' theme
0, Baguio folk 'brr-ave' ang lamig na dumalo sa unang misa ng madaling araw
0, Itinanggi ng Palasyo na iniugnay ni Duterte ang 'drug lord' sa Chinese envoy
0, Ang PH ang pinakamasamang lugar para maging driver–Waze
0, Ang hamon ng serbisyo publiko
0, Piston to strike vs PUJ phaseout
1," Ano ang gagawin ni Duterte sa Brunei, China?"
1, PILIPINAS PRESIDENTIAL ELECTIONS: MANNY PACQUIAO VS. DINGDONG DANTES NOONG 2022
1, Aktres Agot Isidro Gusto Mocha Uson's Posisyon Sa MTRCB
1, Si Senator Hontiveros ay nagsampa ng demanda para pigilan si Jover Laurio sa pagsasagawa ng facial surgery
0," Ditch Escudero, payo ni Osmeña kay Poe"
0, Idineklara ng korte sa Basilan ang ASG terrorist group
0, Wala akong natanggap na pera – Bello
0, Ang pader ng panaghoy ay nagiging mural ng hindi masasabing kasaysayan
0, Nahaharap sa P50-B na kasong plunder ang mga opisyal ng PCSO
1, Si Aquino ang pinakamahusay na pangulo ng Pilipinas.
0, DILG: All systems go for Boracay reopening
0, Nangako si Sona: Napabuti ba ni Aquino ang sektor ng enerhiya?
1,Ang Susunod na Executive Order ni Donald Trump: Jail Hillary Clinton
0, 'Maaari pa ring tumakbo si Junjun Binay'
1, ADOBO CHRONICLES EXCLUSIVE: VP Leni Robredo's Expenses For LA Trip
0," Hindi pinansin ang panig ng Bise Presidente, hinaing ni Binay camp"
0, Talo na naman sa korte ang mga biktima ng martial law
1," Agot Isidro humirit ulit Sinisi ang Pangulo sa traffic, Inuuna lang daw ang pagmumura"
0," Si Estrada ay may hika, hindi pneumonia – anak"
0, Ipagbawal ng Senador ang mga plastic straw
0, Si Robredo ay tumanggap ng masiglang pagtanggap sa Negros
0," Itinanggi ni Estrada ang mga transaksyon ni Ng, Yenko"
0," Junjun Binay P25M loan na hindi pa nababayaran, 25x na ni-renew"
0, Ang BJMP ay kumukuha ng mga jail officer
0, 'Kagawad' slain in Calapan City
1, Jover Laurio Naghahanap ng Akreditasyon ng Malacañang Press Corps
0, Walang almusal sa Araw ng Paggawa sa Palasyo kasama si Aquino
1, Ano ang maaaring pag-usapan ni Duterte kay Leni Robredo sa hapunan
0, 'Ito ay langit o impiyerno para sa PH sa 2016 polls'
0, Hinihingi ni Bongbong ang 3 hearing officer para sa poll case laban kay Leni
1,Online na kampanya upang palitan ang pangalan ng NAIA pabalik sa Orihinal na pangalang MIA.
0," Sa gitna ng sayaw ng digmaan, nanawagan ng kalmado"
1, PILIPINAS : 'BUTTERFLY LADIES' AY MANUNUNGO SA LAHAT NG TATLONG SANGAY NG GOBYERNO
1, On Health: Narito ang gusto ni Duterte para sa mahihirap
0," BuCor: Surprise Bilibid raid nets kontrabando, luxury items"
1, Ang Marawi Hero na nakulong dahil sa pagpatay sa isang umano'y drug lord ay muling nakalaya pagkatapos ng limang buwan
0, Drilon: Hindi na kailangan ng LP meet para iproklama si Roxas
1," Itinulak ng mga netizens si Maine Mendoza na maging susunod na ""DARNA"""
1, YMCA SHOCKED SA RESULTA NG MEMBER SURVEY NITO
1, ADOBO CHRONICLES EXCLUSIVE: MANNY PACQUIAO MAY MENSAHE SA MGA FANS AT CRITICS (VIDEO)
0," P1.2B chopper deal baluktot, sabi ng BIR whistle-blower"
0," Iminungkahi na P1,000 na badyet para sa NCIP, pinapurihan"
0, Pinutol ng SC ang kapangyarihan ng Kongreso sa detensyon
0, Sinasaklaw ng FOI order ang executive branch
0, Nanawagan si Solon para sa napapanatiling diskarte sa pamamahala ng kagubatan
1, Carly Fiorina Inatake 'The Other Woman' Sa Presidential Race; Nag-react si Donald Trump
0,Ang nag-akusa kay Carandang ay nagbawal sa pagsasanay sa batas sa loob ng 2 taon
0, Ipinagtanggol ng mga Mabilog ang 'white house'
0, Hinahangad ni De Lima na ibasura ang kaso dahil sa maling pag-aaral
0," Nagsauli ng P102,457 ang wheelchair attendant"
1, BAKIT NAGBABAGO SI POPE FRANCIS NG PLANO NA PUMASOK SA US VIA MEXICO
1, Nakakadismaya na maging isang Pilipinong nagsasagawa ng demokrasya
1, Ang Anti Distracted Driving Act ba ay Isang Conspiracy Laban sa Uber at Grab?
1, Isa pang Scam Sa International Airport ng Manila: Laglag Piso
0, IN THE KNOW: Ang Inter-Parliamentary Union
1," PHILIPPINE CATHOLIC BISHOP: 'MGA SANTO ANG MGA BALAK, PERO HINDI MGA CORRUPT NA POLITIKO'"
0, Sinusuportahan ng mga Pilipino ang usapang pangkapayapaan sa MILF—SWS
0, Isang personal na charter ng pamamahala
0," Mga sibilyan, militar, maghanda para sa 'Big One'"
1, DONALD TRUMP DUMPS FOX NEWS SA CNN'S KALIGAYAHAN
0," Nag-text si Erice kay Grace Poe, itinanggi ang pagkakasangkot sa smear campaign"
0, Duterte na tingnan ang 'grandiose' PCSO party
1, 'LAGLAG BALA' AFTERMATH: MANILA-BOUND PHILIPPINE AIR LINES FLIGHT LEAVES HONOLULU EMPTY
0,"Ayon sa mga taga-Boracay, ang pamumulaklak ng algal ay natural na pangyayari lamang"
0, 'Maaaring mauwi muli ang NFA rice sa mga rice traders'
0, Inilantad ni Lacson ang mas maraming scam ng pulisya
0, Pinagtatalunan ng Palasyo ang mga natuklasan sa droga ng HRW
0, SC sa paglilitis: Binatikos ni Bersamin si Leonen
0, Roque: Hindi iuutos ni Duterte ang pagpatay sa mga pari
0, Apat ang napatay sa Bulacan buy-bust ops
0, Iginiit ng labor group na sibakin ang DTI chief sa gitna ng pagtaas ng presyo
1, Ano ang Ulam ni Helmet Girl? Sa wakas ay nabunyag!
0, Bakit nagmamadali?
0, 'Kailangan ng PH shrimp farming'
1, Newsflash: Pinipili ng mga Pilipino ang mga MAMBABATAS sa darating na halalan sa 2019
1, PAYBACK TIME PARA SA ATING REPUBLICAN LEGISLATOR
1, MUST WATCH: 7 Months Buntis Na Arestado Ng NBI Matapos Mahuli Sa Aktong Gumagamit ng Illegal na Droga!
0," Nagtakda ang Comelec ng P695M para sa barangay, SK poll materials"
1, On Mar Roxas Comic: Don't Hate The Artist; Kapootan Ang Employer
0, Ang Spy fund ay 'reward' para sa buhong na pulis
0, Mag-isa sa Bahay Pangarap
1,Ang katamtamang pamumuhunan at mataas na kawalan ng trabaho sa #Philippines ay nag-ugat sa #Aquino legacy
1, Fashion Statement ni VP Leni Robredo Sa Ika-88 Pambansang Araw Ng Kaharian Ng Saudi Arabia
1," Manny Pacquiao, Umatras sa Laban kay Jessie Vargas, Nag-e-enjoy sa Kanyang Pananatili Bilang Senador ng Pilipinas"
0, Senado: Palawakin ang 20% diskwento sa pamasahe ng estudyante
0, Wanted: 200 bagong opisyal ng imigrasyon
0, Kailangan ng Mindanao ng mas maraming economic zone
0, Ang mga taga-Siquijor ay nagtutulungan sa paggawa ng mga palikuran
0, Hindi bibitiw ang CHR chief
0, Pinaigting ng pulisya ng Eastern Visayas ang drive vs illegal logging at pangingisda
0," Duck raisers laud, thank gov't for lifting poultry ban"
0, WHAT WENT BEFORE: Ang sektang Kristiyano ay na-link sa ilang mga kontrobersiya
0, Tacloban salamat DILG para sa post-Yolanda projects
1, Gilas Pilipinas: Duterte Respond To Robredo
1, ANG HAWAIIAN SHAKA SIGN AY BAGONG SIMBOLO NG PRO-DEMOCRACY PROTESTS NG THAILAND
0, Liliosa Hilao: Unang nakakulong sa Batas Militar pinatay
0,Ang espesyal na lugar ng Miss New Zealand sa puso ng mga Baguioan
1, WATCH: Pinarusahan ni Chief Bato ang mga 'scalawags' police
0, Dalawang obispong Katoliko ang pumanaw sa parehong araw
0, Sa wakas natapos na ang bangungot para sa mga kasambahay sa PH
0, Siya ang aking human rights lawyer
1, Ang Mga FilAm na Dumalo sa FASO Gala Sa Los Angeles ay Gusto ng Refund
0, Luistro: Nagtatrabaho sa media tulad ng pagsasanay sa dragon
1, Gagawin Kong Parang Hockey Player At Kukunin Ang Puck Dito
1, Gustong ipatawag ni Senator Trillanes si Baste Duterte
0, Angara ay humihimok ng trabaho para sa mga residente ng Marawi
0, Poe nanguna sa 'truth survey' ng Radio Veritas
1," KRIS AQUINO: IYAK SA LABAS, TAWA SA LOOB."
0, Bagong suspek na hawak sa pagpatay kay Nilo
0," Power back sa Bohol, ngunit saglit lang"
0, Nanumpa ang bagong deputy chief ng BOC
1," Mocha Uson Pumaputok Bumalik, Hinamon Kris Aquino Sa Mud Wrestling"
0, Nawala sa dagat: 'Libu-libo' ng mga patay na migrante ay hindi nakilala
1," Actress Agot Isidro slammed Duterte “Hindi ka bipolar. Isa kang psychopath"""
1,Desperado ang mga kritiko ni Duterte sa likod ng SINUNGALING na si Arturo Lascanas
1, 44 Dahilan Kung Bakit Hindi Maihagis si Noynoy sa Kulungan
0, P470-M na proyekto para sa pinakamahusay na gumaganap na mga LGU
0, Kailangang gawin ng mga Pinoy ang lunar eclipse
0," PH, US nagtakda ng pag-uusap sa 'binawasan' na mga larong pandigma"
1, Iniisip ang hinaharap na relasyon ng Pilipinas sa US at China
1, 15 pinakanakakatawang photoshopped na larawan ng mga Presidente
0," I-release ang 13th month pay, umapela ang DOLE 13 sa mga employer"
1, IBANG SUPERMOON ANG NAKITA NG MGA MEXICANS
0, Amen: Isang debosyon ng Itim na Nazareno na humahantong sa kagalingan
1, Pinangalanan ni Donald Trump si Michele Bachmann na Kanyang Kalihim ng Estado
1, Kailangan nating tumulong sa pagpapaunlad ng tunay na pag-iisip na mga Pinoy kaysa sa pagsunod lamang sa mga Pinoy
0," Obitwaryo: Mamamahayag na si Christine Herrera, 49"
0," Sereno pagpapatalsik nababahala UN eksperto; maling impormasyon siya, sabi ng Palasyo"
1, ANG GAY DISTRICT 8 ELECTIONS NG SAN FRANCISCO AY ISANG PANOORIN
1, Ang mga Pilipino ay maaari lamang manatiling romantiko tungkol sa kung ano ang nagtagumpay sa GINAGAWA ng Singapore
0,"Kahit wala si Lopez, patas na ipatupad ng gobyerno ang mga batas sa pagmimina, sabi ng hepe ng DOF"
0, Duterte na magpatawag ng special session sa draft BBL
1," ""HALF-NAKED"" ILLEGAL SA PILIPINAS CITY, PERO HINDI ""FULLY-NAKED"""
0, Hilagang Korea ang sentro ng paparating na pag-uusap sa Asia-US
0, Rare supermoon sky show na makikita sa PH
0, Lumaki kasama ang 6 na ina
0, Binay to Chinoys: No Kim Henares in my gov't
1, ITALY'S SINGING NUN SUOR CRISTINA: 'HINDI NA AKO BIRHEN'
0, Binantaan ni Duterte ang mga aktibista ng karapatan
0, Inaayon ni Locsin ang patakarang panlabas ng PH sa 'pagbabago ng panahon'
0, Ang mga rescuer ay tumakbo upang mahanap ang mga nakaligtas sa landslide
0, Si Duterte ay 'pinaka pinagkakatiwalaan'; Ang mga Pinoy ay umaasa sa mas magandang buhay
1, KONTROBERSYAL NA TV HOST NA SI WILLIE REVILLAME NAG-file ng KANDIDACY PARA SA PRESIDENTE NG PILIPINAS
0, Inaanyayahan ng China ang mga kumpanya ng Pilipinas na mag-export ng isda
1, Eksklusibo sa Adobo Chronicles: Inilabas ang Audio Ng Sandaling Pag-drag ng United Airlines na iyon
0," Nasa Kongreso na ngayon na i-abolish ang 'endo,' sabi ni Escudero"
0, Hinihiling ng mga OFW na tanggalin ang pagbabawal sa Kuwait
0,Nakita ni Duterte ang paglabag sa mga tradisyon
1, Gusto ng mga Senador na I-export ang Basura ng Pilipinas Sa Sweden
1," PANOORIN! Eto Na po Kakasohan na ng INCITING to SEDITION sina Trillanes, Alejano at Robredo"
0, Kinumpirma ni Macalintal ang pagtakbo sa Senado
1, 20 Pagkaing Filipino na Kailangan Mong Subukan Bago Ka Mamatay
0, BIR: Iwasan ang April 16 ITR filing deadline
1, 'LES MISERABLES' : PANGULONG AQUINO NAGTAYA SA BAGONG WORLD RECORD NG PILIPINAS
0," Trillanes, gusto ni De Lima na maimbestigahan si Andanar"
0," Pinag-uusapan ng Saudi, Turkish prosecutors ang imbestigasyon sa pagpatay kay Khashoggi"
1, Nahuli ang UP Student kasama ang mga miyembro ng teroristang NPA sa Negros Island
1, LIBRENG FLIP FLOPS PARA SA BAWAT SUPPORTER NG MAR ROXAS
0," Roxas camp na nagtatrabaho kay Pacquiao na umalis sa Binay, UNA"
0, Nagbabala ang SC laban sa pag-agaw sa awtoridad ng Comelec
0, Pinagsamang graduation ang mata sa BIFF areas
0, SWS: 66% nasiyahan kay Duterte
0, Hindi bababa sa 126 patay sa Lake Victoria ferry disaster
0," Duterte at it again, questioned God's fairness in Creation story"
0,Sinabi ni Ryan sa mga kasamahan na ang lahi ng Pennsylvania ay 'isang wake-up call'
0, Naglaan ang gobyerno ng P30.8B para punan ang mga bakanteng trabaho
0," Sa pamamagitan ng Simbahan, ang drug war catharsis ay may kasamang mga kasangkapan para sa hustisya"
0, 'Poe na tumakbo bilang Presidente'
0, Ang ika-100 anibersaryo ng Fatima ay ginunita sa mga selyo
0," 'Pork' prosecutors: Outnumbered, pero hindi outgunned"
0, Iniugnay ng Negros drug suspect ang mas maraming pulis sa payola
0, Ministro na pinigil ng mga armadong guwardiya ay tumakas; ibinubunyag ang mga tiwaling gawi ng INC
0, Apela na pangalagaan ang mga kagubatan ng Samar
0," Imelda Marcos guilty of graft, inutusang arestuhin"
1, Celebrity Exes File Para sa 2019 Candidacy
0, Naghamon muli ang 'K to 12' sa SC
0," Sabi ng SolGen, ang mga foundling ay natural-born Filipino"
0," Nangako ang Japan ng suporta laban sa piracy, terorismo"
0, Nabubuo ang desperasyon para sa mga taga-Marawi
0, Bilang ng out-of-school Pinoys pababa – survey
0, Moving on at moving forth
0, Nabaril ang punong barangay
1,“Nakakaiyak” Netizen narrates how President Duterte save the lives of the poor while intl. media focus sa EJKs
0," BUONG TEKSTO: Nakilala ni Aquino ang Inquirer Multimedia; tackles INC, love life, iba pa"
0, Pabor ang mga Maranao sa kampo ng AFP sa Marawi
1," [Php 211 M Issue] Mayor Duterte, huwag mo sana kaming iboto kay Miriam... o Señeres"
0, Nangako si Sona: Nalutas na ba ni Aquino ang mga problema sa pagbaha sa Metro Manila?
0, Ano ang dapat gawin kung sakaling magkamali sa BPI account
0, Nag-donate ang US ng anti-terror equipment sa PH Marines
1, Doc Willie Ong informed Netizens “Hindi puwedeng basta gamitin ang salitang “Psychopath: ng walang basehan o eksaminasyon”
0, Naging emosyonal si Duterte habang binibisita ang mga sugatang sundalo
0, Ang LED-light na saranggola ay nagpabilib sa mga nagmamasid sa 'Earth Hour' sa Cavite
0, PNP: Walang 'state-sponsored killings'
1, Kung bakit patuloy na binibigyang-katwiran ng mga Duterte fans ang kanyang rape joke
0, Kinasuhan ang DPWH exec sa pagbili ng pampublikong lupa
0," Naabot ang deal sa paggasta ng US, malamang na naiwasan ang pagsasara ng gobyerno"
1,Ang susi sa pagbabawas ng kahirapan ay ang pag-access sa mahahalagang pisikal at intelektwal na mapagkukunan
0, Iginawad ang SGLG sa mga pinuno ng LGU
1, Humingi ng paumanhin si Senator Trillanes kay Sen Alan Peter Cayetano Alamin kung ano ang reaksyon ni Sen Alan Peter Cayetano
0, Bumalik ang mga drug suspect sa mga kalye ng Zambo City
1, NANAWAGAN ANG KANDIDATO NG PRESIDENTIAL NG PILIPINAS NA TUMIGIL SA DIGMAAN LABAN SA SIMBAHANG KATOLIKO
0," 100,000 Pilipino ang apektado ng data breach na tumama sa airline"
1," Good News: Ang mga tauhan ng PNP, AFP, BFP at Coast guard ay makakatanggap ng 20 kilo ng bigas kada buwan"
1, Gustong Imbistigahan ng mga Senador ng Oposisyon ang Pagkamamamayan ni Duterte sa Hapon
0, Iniutos ng Burger King na gawing regular ang mga manggagawa
0," Poe, Roxas play blame game sa MRT, traffic"
0, Binuhay ng NAIA medics ang sanggol na inabandona sa trash bin
1, Marunong bang kumilos ang mga #Pilipino bilang isang malayang tao?
1, Si Senador Grace Poe ay naghain ng panukalang batas na nagbabawal sa mga politikong pilipino na maglakbay sa Jerusalem
0," Duterte son, in-law na haharap sa mga senador"
1,Ipinaliwanag ng mga pulis sa pagpatay sa 'woman in a drum' kung bakit nangunguna si Duterte
0," Nananatili ang doktrina ng simbahan sa homosexuality, sabi ng pari"
0, Ang Pista ni San Arnold Janssen ay minarkahan ngayon
0, Houston-area media na nag-uulat ng mga pagkamatay mula sa pamamaril sa paaralan
0, Hindi ang aking trabaho: ang ministro ay nagtatanggol sa kanyang sarili sa hilera laban sa Macron aide
0, Hinimok ng mga kabataan na labanan ang historikal na rebisyunismo
1," Trump, Duterte, Tinanghal na Persons Of The Year ng TIME"
0, Sampu-sampung libong mga tagasuporta ni Duterte ang nagtitipon sa Rizal Park
1, Nag-anunsyo ang Malacañang ng Marami pang Bagong Appointees
0, Aquino nangunguna sa standing ovation para sa 'Tita Letty'
0, Si Alvarez ay pinangalanang Datu ng mga IP sa Tagum City
1, Kailangang kumuha ng leadership lessons si #PNoy kay Ser Alliser Thorne! #Pilipinas
0, Inihayag ang 'Barometer' sa mga panibagong pag-uusap sa Reds
1, Portrayal of Duterte by Gaviria on @TIME overly simplistic and superficial
0, Mga Mukha ng Balita: James Harden
0, Tinanggap ni Patricia Bautista sa WPP
0, Kinukuha ng Customs ang mga softshell turtles sa Taiwan
0,Mga self-portraits ni Rizal sa huling bahagi ng ika-19 na siglo na mga selfie
1, MTV AND GRAMMY AWARDS NIGHTS AFTERMATH: SI KANYE WEST NGAYON ISANG ASAWA NA nanatili sa bahay
0," Binay, itinanggi ng mga kaalyado ang pakikisangkot sa pamumulitika"
0, 'Niloloko' ng pinuno ng hustisya ang publiko sa parusang kamatayan
1, Ang #Philippines ay istruktural na idinisenyo upang mabigo at maaaring naisip din ito ni Rizal!
1, #Filipino men: Masyadong EMO at kinikimkim ang mga maling akala ng pagkalalaki! #ASEAN
0, WHAT WENT BEFORE: Ang AFP-RSBS fund scam
1, Ang Pangunahing Gabay ng National Media kay Rody Duterte
0," Exorcise 'multo' from trial, Bong Revilla asks"
0, Lalaking iniugnay sa prinsipe ng Saudi sa konsulado nang mawala ang manunulat
0, Pinayagan ni Duterte ang mga settler na okupahin ang mga bahay ng gobyerno
0, Nakatuon ang mga blast probers sa Muslim cleric
0, Pakiramdam ng Japan ay nahuhuli sa digitalization
1, Nag-open letter ang netizen kay Senator Bam Aquino para sa credit grabbing sa libreng tuition fee sa lahat ng SUC sa susunod na taon
0, Napakakaunting kababaihan sa pulitika—si Pia Cayetano
1,DEAN RAY FANS DEMAND A RECOUNT NG X FACTOR AUSTRALIA FINAL RESULTS
1, COMELEC Debacle: BUONG cast ng Liberal Party 'nagpanalo' na mga kandidato sa malalim na SH1T!!!
1," Humingi ng clemency si Pangulong Duterte kay Pres. Widodo, pero igagalang daw niya ang batas ng Indonesia"
